Number,Arrival time,X1,X2,X3,,,,,
1,8:00,10,8,18,,,,,
2,8:00,11,9,20,,,X1,X2,X3
3,8:00,14,9,23,,MEAN,12,7,19
4,8:00,12,6,18,,,,,
5,8:01,11,8,19,,,,,
6,8:01,10,8,18,,,,,
7,8:01,11,7,18,,,,,
8,8:01,12,7,19,,,,,
9,8:02,13,9,22,,,,,
10,8:02,15,5,20,,,,,
11,8:02,13,7,20,,,,,
12,8:02,14,6,20,,,,,
13,8:03,10,5,15,,,,,
14,8:03,10,6,16,,,,,
15,8:03,11,7,18,,,,,
16,8:04,14,8,22,,,,,
17,8:04,10,5,16,,,,,
18,8:04,11,6,17,,,,,
19,8:04,15,9,23,,,,,
20,8:05,10,6,15,,,,,
21,8:06,11,9,20,,,,,
22,8:06,14,5,19,,,,,
23,8:06,14,7,22,,,,,
24,8:07,15,9,24,,,,,
25,8:07,9,8,17,,,,,
26,8:07,12,6,18,,,,,
27,8:07,14,8,22,,,,,
28,8:07,15,7,22,,,,,
29,8:07,12,9,21,,,,,
30,8:07,11,7,18,,,,,
31,8:08,9,8,17,,,,,
32,8:08,14,8,23,,,,,
33,8:09,11,6,17,,,,,
34,8:09,12,7,19,,,,,
35,8:09,10,9,18,,,,,
36,8:09,14,5,20,,,,,
37,8:09,11,7,19,,,,,
38,8:09,14,6,20,,,,,
39,8:10,12,9,21,,,,,
40,8:10,11,7,18,,,,,
41,8:10,12,5,17,,,,,
42,8:11,11,8,18,,,,,
43,8:11,11,6,17,,,,,
44,8:12,12,7,19,,,,,
45,8:12,13,6,19,,,,,
46,8:12,11,6,17,,,,,
47,8:12,14,7,21,,,,,
48,8:13,12,5,18,,,,,
49,8:13,11,8,19,,,,,
50,8:13,9,8,18,,,,,
51,8:13,15,8,23,,,,,
52,8:13,14,6,21,,,,,
53,8:13,15,5,20,,,,,
54,8:13,13,6,19,,,,,
55,8:13,11,5,16,,,,,
56,8:14,11,6,17,,,,,
57,8:15,11,8,18,,,,,
58,8:15,11,6,17,,,,,
59,8:15,12,5,17,,,,,
60,8:15,10,7,16,,,,,
61,8:15,13,6,19,,,,,
62,8:15,13,7,20,,,,,
63,8:15,14,6,19,,,,,
64,8:16,14,5,19,,,,,
65,8:16,11,5,16,,,,,
66,8:16,12,6,18,,,,,
67,8:16,13,6,19,,,,,
68,8:16,15,8,22,,,,,
69,8:17,12,5,17,,,,,
70,8:17,14,7,21,,,,,
71,8:17,10,7,17,,,,,
72,8:17,11,6,18,,,,,
73,8:17,12,8,20,,,,,
74,8:17,11,5,16,,,,,
75,8:17,13,8,21,,,,,
76,8:18,13,6,19,,,,,
77,8:18,14,5,19,,,,,
78,8:19,15,6,21,,,,,
79,8:19,11,6,17,,,,,
80,8:19,14,8,22,,,,,
81,8:19,15,8,22,,,,,
82,8:19,12,6,18,,,,,
83,8:19,13,5,18,,,,,
84,8:19,12,9,21,,,,,
85,8:19,13,8,21,,,,,
86,8:20,12,8,20,,,,,
87,8:20,10,6,17,,,,,
88,8:20,10,6,16,,,,,
89,8:20,10,7,17,,,,,
90,8:20,11,8,19,,,,,
91,8:21,12,6,18,,,,,
92,8:21,12,6,18,,,,,
93,8:21,14,8,22,,,,,
94,8:21,15,6,21,,,,,
95,8:21,14,6,19,,,,,
96,8:22,9,8,17,,,,,
97,8:22,12,7,19,,,,,
98,8:22,12,7,19,,,,,
99,8:22,10,5,16,,,,,
100,8:23,14,8,22,,,,,
