Number,Arrival time,X1,X2,X3,,,,,
1,8:00,14,12,26,,,,,
2,8:00,12,15,27,,,X1,X2,X3
3,8:00,12,15,27,,MEAN,12,14,26
4,8:00,10,12,23,,,,,
5,8:00,15,13,28,,,,,
6,8:01,11,12,23,,,,,
7,8:01,13,15,27,,,,,
8,8:01,13,12,25,,,,,
9,8:01,9,12,21,,,,,
10,8:01,13,13,26,,,,,
11,8:02,11,15,25,,,,,
12,8:02,10,14,24,,,,,
13,8:02,14,12,25,,,,,
14,8:02,10,14,24,,,,,
15,8:03,13,12,24,,,,,
16,8:03,12,12,24,,,,,
17,8:03,14,15,29,,,,,
18,8:03,15,11,26,,,,,
19,8:04,13,13,25,,,,,
20,8:04,11,12,23,,,,,
21,8:04,13,15,29,,,,,
22,8:04,14,13,27,,,,,
23,8:05,10,17,27,,,,,
24,8:05,15,12,27,,,,,
25,8:06,13,13,26,,,,,
26,8:06,10,13,22,,,,,
27,8:07,10,17,27,,,,,
28,8:07,13,12,25,,,,,
29,8:07,11,14,25,,,,,
30,8:08,13,12,25,,,,,
31,8:10,13,16,29,,,,,
32,8:10,11,14,25,,,,,
33,8:10,11,14,25,,,,,
34,8:10,13,16,28,,,,,
35,8:10,9,13,22,,,,,
36,8:11,14,16,30,,,,,
37,8:11,13,17,30,,,,,
38,8:12,14,13,27,,,,,
39,8:12,11,12,23,,,,,
40,8:14,9,15,24,,,,,
41,8:14,10,11,21,,,,,
42,8:14,12,13,25,,,,,
43,8:14,14,11,25,,,,,
44,8:14,14,12,26,,,,,
45,8:14,14,12,25,,,,,
46,8:15,11,17,28,,,,,
47,8:15,10,17,27,,,,,
48,8:15,10,12,22,,,,,
49,8:15,11,14,26,,,,,
50,8:15,12,15,27,,,,,
51,8:16,14,15,29,,,,,
52,8:16,15,12,27,,,,,
53,8:16,12,15,27,,,,,
54,8:16,12,17,28,,,,,
55,8:16,15,11,26,,,,,
56,8:17,9,14,24,,,,,
57,8:17,13,16,29,,,,,
58,8:18,11,16,27,,,,,
59,8:18,15,16,31,,,,,
60,8:18,11,14,25,,,,,
61,8:18,10,15,25,,,,,
62,8:19,12,15,27,,,,,
63,8:19,9,14,23,,,,,
64,8:20,9,15,24,,,,,
65,8:20,10,15,25,,,,,
66,8:20,9,16,26,,,,,
67,8:20,12,13,25,,,,,
68,8:20,13,14,26,,,,,
69,8:21,14,15,29,,,,,
70,8:23,12,12,25,,,,,
71,8:23,11,16,27,,,,,
72,8:24,13,13,26,,,,,
73,8:25,9,16,25,,,,,
74,8:26,13,15,28,,,,,
75,8:27,12,14,26,,,,,
76,8:28,14,12,26,,,,,
77,8:29,14,12,25,,,,,
78,8:30,14,14,28,,,,,
79,8:32,11,12,23,,,,,
80,8:33,9,17,26,,,,,
81,8:33,13,14,27,,,,,
82,8:33,14,16,30,,,,,
83,8:34,11,13,23,,,,,
84,8:35,14,12,26,,,,,
85,8:36,12,14,26,,,,,
86,8:36,12,12,24,,,,,
87,8:37,10,13,23,,,,,
88,8:38,9,14,23,,,,,
89,8:39,12,11,23,,,,,
90,8:40,13,17,29,,,,,
91,8:40,10,14,24,,,,,
92,8:40,12,15,27,,,,,
93,8:42,12,15,26,,,,,
94,8:42,9,15,24,,,,,
95,8:42,10,15,25,,,,,
96,8:43,12,11,23,,,,,
97,8:44,12,15,26,,,,,
98,8:45,15,15,29,,,,,
99,8:45,9,15,24,,,,,
100,8:45,11,17,27,,,,,
101,8:45,13,16,29,,,,,
102,8:45,12,15,27,,,,,
103,8:46,10,13,23,,,,,
104,8:46,12,12,24,,,,,
105,8:46,11,15,26,,,,,
106,8:47,12,15,27,,,,,
107,8:49,15,14,29,,,,,
108,8:50,11,12,23,,,,,
109,8:50,12,17,29,,,,,
110,8:52,12,16,28,,,,,
111,8:52,11,16,27,,,,,
112,8:53,10,15,26,,,,,
113,8:53,12,13,25,,,,,
114,8:53,10,16,26,,,,,
115,8:54,14,14,29,,,,,
116,8:55,14,13,26,,,,,
117,8:56,10,15,25,,,,,
118,8:56,14,12,26,,,,,
119,8:57,10,13,24,,,,,
120,8:58,10,15,25,,,,,
121,8:58,12,12,23,,,,,
122,8:58,12,12,24,,,,,
123,8:58,14,12,26,,,,,
124,8:59,11,15,27,,,,,
125,8:59,12,13,24,,,,,
126,9:00,12,13,25,,,,,
127,9:00,11,15,26,,,,,
128,9:00,12,11,23,,,,,
129,9:00,15,15,29,,,,,
130,9:01,15,17,32,,,,,
131,9:02,13,17,30,,,,,
132,9:02,14,16,30,,,,,
133,9:02,9,15,24,,,,,
134,9:02,12,14,26,,,,,
135,9:03,13,11,24,,,,,
136,9:04,11,13,24,,,,,
137,9:05,15,16,31,,,,,
138,9:05,11,12,22,,,,,
139,9:06,12,14,27,,,,,
140,9:06,14,16,30,,,,,
141,9:07,10,15,25,,,,,
142,9:07,11,11,23,,,,,
143,9:08,15,14,28,,,,,
144,9:08,10,11,22,,,,,
145,9:08,14,12,26,,,,,
146,9:08,13,14,27,,,,,
147,9:08,14,16,30,,,,,
148,9:09,13,14,27,,,,,
149,9:09,11,14,25,,,,,
150,9:10,12,15,28,,,,,
151,9:10,12,12,24,,,,,
152,9:11,10,12,23,,,,,
153,9:11,13,12,25,,,,,
154,9:11,14,16,30,,,,,
155,9:12,15,15,30,,,,,
156,9:12,10,12,22,,,,,
157,9:13,15,16,31,,,,,
158,9:14,15,13,28,,,,,
159,9:14,10,11,21,,,,,
160,9:14,10,13,23,,,,,
161,9:14,11,13,24,,,,,
162,9:14,12,16,28,,,,,
163,9:15,13,12,25,,,,,
164,9:16,10,15,25,,,,,
165,9:17,13,11,24,,,,,
166,9:18,13,11,25,,,,,
167,9:18,10,15,25,,,,,
168,9:18,14,11,25,,,,,
169,9:20,10,13,23,,,,,
170,9:20,15,15,30,,,,,
171,9:21,14,13,27,,,,,
172,9:24,10,16,26,,,,,
173,9:24,15,16,30,,,,,
174,9:25,15,17,31,,,,,
175,9:25,14,17,31,,,,,
176,9:25,15,11,26,,,,,
177,9:25,10,14,24,,,,,
178,9:26,15,14,29,,,,,
179,9:28,11,14,25,,,,,
180,9:28,10,11,21,,,,,
181,9:29,14,13,27,,,,,
182,9:29,14,12,26,,,,,
183,9:29,13,13,26,,,,,
184,9:30,11,15,26,,,,,
185,9:30,15,16,30,,,,,
186,9:31,13,15,28,,,,,
187,9:31,12,14,26,,,,,
188,9:32,15,15,29,,,,,
189,9:34,14,12,25,,,,,
190,9:35,14,12,26,,,,,
191,9:35,14,13,27,,,,,
192,9:35,10,14,24,,,,,
193,9:36,14,15,29,,,,,
194,9:36,12,14,27,,,,,
195,9:36,10,14,23,,,,,
196,9:37,13,17,30,,,,,
197,9:37,13,16,28,,,,,
198,9:37,10,14,24,,,,,
199,9:38,13,16,29,,,,,
200,9:38,12,12,24,,,,,
201,9:39,11,15,26,,,,,
202,9:39,9,15,24,,,,,
203,9:40,12,12,24,,,,,
204,9:40,13,15,28,,,,,
205,9:40,12,17,28,,,,,
206,9:41,12,17,28,,,,,
207,9:41,14,12,26,,,,,
208,9:41,13,17,30,,,,,
209,9:42,14,12,26,,,,,
210,9:42,11,12,24,,,,,
211,9:42,12,12,24,,,,,
212,9:42,15,14,29,,,,,
213,9:42,10,15,24,,,,,
214,9:42,14,17,31,,,,,
215,9:43,14,17,31,,,,,
216,9:44,15,16,31,,,,,
217,9:48,14,15,30,,,,,
218,9:49,9,13,22,,,,,
219,9:49,14,12,25,,,,,
220,9:49,14,14,28,,,,,
221,9:50,11,15,26,,,,,
222,9:50,12,16,28,,,,,
223,9:50,9,13,22,,,,,
224,9:50,12,15,27,,,,,
225,9:51,14,15,29,,,,,
226,9:51,14,13,27,,,,,
227,9:52,11,14,25,,,,,
228,9:53,11,16,27,,,,,
229,9:53,12,13,25,,,,,
230,9:54,13,13,26,,,,,
231,9:54,13,12,25,,,,,
232,9:54,10,13,23,,,,,
233,9:55,11,12,24,,,,,
234,9:55,14,16,30,,,,,
235,9:55,15,16,31,,,,,
236,9:56,14,17,31,,,,,
237,9:56,13,11,24,,,,,
238,9:57,12,13,25,,,,,
239,9:57,13,12,24,,,,,
240,9:57,10,15,25,,,,,
241,9:58,13,17,30,,,,,
242,9:58,15,13,28,,,,,
243,9:58,13,12,25,,,,,
244,9:58,13,17,29,,,,,
245,10:00,13,13,26,,,,,
246,10:00,11,14,25,,,,,
247,10:02,15,15,30,,,,,
248,10:03,10,17,27,,,,,
249,10:03,14,13,27,,,,,
250,10:04,11,11,22,,,,,
251,10:04,13,12,25,,,,,
252,10:05,12,13,25,,,,,
253,10:06,10,14,24,,,,,
254,10:06,14,12,25,,,,,
255,10:08,10,14,24,,,,,
256,10:09,13,12,25,,,,,
257,10:09,11,15,26,,,,,
258,10:09,13,16,28,,,,,
259,10:09,11,14,26,,,,,
260,10:10,11,16,27,,,,,
261,10:10,15,11,26,,,,,
262,10:11,12,12,24,,,,,
263,10:12,11,11,22,,,,,
264,10:12,13,15,28,,,,,
265,10:13,10,13,23,,,,,
266,10:13,10,15,25,,,,,
267,10:14,9,11,20,,,,,
268,10:14,10,16,26,,,,,
269,10:14,13,13,26,,,,,
270,10:14,14,15,30,,,,,
271,10:14,9,14,23,,,,,
272,10:14,12,14,27,,,,,
273,10:14,14,14,28,,,,,
274,10:16,11,15,27,,,,,
275,10:16,15,12,27,,,,,
276,10:16,12,16,28,,,,,
277,10:16,12,16,28,,,,,
278,10:17,14,14,28,,,,,
279,10:17,10,16,26,,,,,
280,10:18,11,17,27,,,,,
281,10:18,10,14,24,,,,,
282,10:18,9,15,24,,,,,
283,10:19,12,14,26,,,,,
284,10:20,14,12,27,,,,,
285,10:20,15,13,28,,,,,
286,10:21,12,12,23,,,,,
287,10:22,9,16,25,,,,,
288,10:22,11,14,25,,,,,
289,10:23,9,14,23,,,,,
290,10:24,14,14,28,,,,,
291,10:24,13,14,28,,,,,
292,10:24,10,16,26,,,,,
293,10:24,9,16,26,,,,,
294,10:25,13,16,28,,,,,
295,10:25,9,14,24,,,,,
296,10:25,14,14,28,,,,,
297,10:26,10,12,22,,,,,
298,10:26,12,14,26,,,,,
299,10:26,10,13,23,,,,,
300,10:27,14,14,28,,,,,
301,10:27,15,14,28,,,,,
302,10:27,12,15,27,,,,,
303,10:28,14,14,28,,,,,
304,10:28,11,12,23,,,,,
305,10:28,14,11,26,,,,,
306,10:29,15,13,28,,,,,
307,10:29,14,14,28,,,,,
308,10:29,10,16,26,,,,,
309,10:29,13,13,25,,,,,
310,10:29,10,16,26,,,,,
311,10:30,11,16,27,,,,,
312,10:30,15,16,30,,,,,
313,10:30,13,14,27,,,,,
314,10:30,12,15,27,,,,,
315,10:31,10,15,25,,,,,
316,10:32,14,14,28,,,,,
317,10:33,14,15,29,,,,,
318,10:33,11,12,23,,,,,
319,10:34,14,15,29,,,,,
320,10:34,14,13,27,,,,,
321,10:36,11,17,28,,,,,
322,10:36,11,12,24,,,,,
323,10:37,13,14,27,,,,,
324,10:38,11,16,27,,,,,
325,10:38,9,17,26,,,,,
326,10:38,12,12,24,,,,,
327,10:40,9,12,21,,,,,
328,10:40,13,14,27,,,,,
329,10:40,14,13,26,,,,,
330,10:41,10,12,22,,,,,
331,10:41,11,13,24,,,,,
332,10:42,9,12,22,,,,,
333,10:43,10,11,22,,,,,
334,10:44,11,11,22,,,,,
335,10:46,15,16,31,,,,,
336,10:46,12,14,25,,,,,
337,10:48,10,16,26,,,,,
338,10:48,13,12,25,,,,,
339,10:49,12,11,23,,,,,
340,10:50,14,14,27,,,,,
341,10:50,12,15,27,,,,,
342,10:50,11,14,25,,,,,
343,10:50,15,12,27,,,,,
344,10:51,12,17,29,,,,,
345,10:51,10,15,25,,,,,
346,10:51,14,12,26,,,,,
347,10:52,10,12,23,,,,,
348,10:52,14,12,26,,,,,
349,10:52,11,13,23,,,,,
350,10:53,14,14,28,,,,,
351,10:53,13,12,24,,,,,
352,10:54,15,16,31,,,,,
353,10:54,14,15,29,,,,,
354,10:55,11,17,28,,,,,
355,10:56,11,14,26,,,,,
356,10:56,14,11,26,,,,,
357,10:56,12,15,26,,,,,
358,10:56,14,12,26,,,,,
