Number,Arrival time,X1,X2,X3,,,,,
1,8:00,9,7,17,,,X1,X2,X3
2,8:00,10,9,18,,MEAN,11,10,21
3,8:00,8,7,16,,,,,
4,8:00,11,12,23,,,,,
5,8:01,14,13,27,,,,,
6,8:01,11,10,22,,,,,
7,8:01,9,8,18,,,,,
8,8:02,13,10,22,,,,,
9,8:03,14,12,26,,,,,
10,8:04,10,11,22,,,,,
11,8:05,11,12,23,,,,,
12,8:06,9,12,20,,,,,
13,8:07,10,10,20,,,,,
14,8:08,11,7,19,,,,,
15,8:09,14,10,23,,,,,
16,8:10,9,12,21,,,,,
17,8:11,13,9,22,,,,,
18,8:12,10,11,21,,,,,
19,8:13,12,7,19,,,,,
20,8:13,10,10,20,,,,,
21,8:14,13,12,25,,,,,
22,8:15,14,11,25,,,,,
23,8:17,12,12,24,,,,,
24,8:17,12,12,25,,,,,
25,8:17,11,13,23,,,,,
26,8:18,8,8,16,,,,,
27,8:18,13,11,24,,,,,
28,8:19,11,12,23,,,,,
29,8:19,10,12,21,,,,,
30,8:20,13,9,22,,,,,
31,8:21,10,8,19,,,,,
32,8:22,13,10,23,,,,,
33,8:22,11,13,23,,,,,
34,8:23,12,8,21,,,,,
35,8:23,10,13,22,,,,,
36,8:23,10,10,19,,,,,
37,8:23,9,8,17,,,,,
38,8:23,9,9,19,,,,,
39,8:23,13,8,22,,,,,
40,8:24,8,11,19,,,,,
41,8:24,9,9,18,,,,,
42,8:24,8,8,16,,,,,
43,8:24,14,10,24,,,,,
44,8:24,10,12,21,,,,,
45,8:25,12,13,25,,,,,
46,8:25,12,8,20,,,,,
47,8:25,11,8,19,,,,,
48,8:25,9,9,18,,,,,
49,8:26,9,12,20,,,,,
50,8:26,13,10,23,,,,,
51,8:26,14,8,22,,,,,
52,8:26,10,8,18,,,,,
53,8:26,10,9,19,,,,,
54,8:26,13,12,25,,,,,
55,8:26,8,9,17,,,,,
56,8:27,9,10,19,,,,,
57,8:27,14,9,23,,,,,
58,8:27,10,11,21,,,,,
59,8:28,13,8,22,,,,,
60,8:28,11,8,18,,,,,
61,8:28,12,9,21,,,,,
62,8:29,14,9,23,,,,,
63,8:29,11,8,19,,,,,
64,8:29,9,9,19,,,,,
65,8:29,14,10,24,,,,,
66,8:29,9,10,18,,,,,
67,8:30,8,9,17,,,,,
68,8:30,8,10,18,,,,,
69,8:30,13,10,24,,,,,
70,8:30,13,11,25,,,,,
71,8:30,10,9,19,,,,,
72,8:30,8,11,19,,,,,
73,8:31,11,12,24,,,,,
74,8:31,10,10,21,,,,,
75,8:31,13,9,22,,,,,
76,8:32,12,8,20,,,,,
77,8:32,12,9,21,,,,,
78,8:32,9,11,20,,,,,
79,8:33,12,13,25,,,,,
80,8:33,11,11,21,,,,,
81,8:33,13,12,25,,,,,
82,8:33,11,9,21,,,,,
83,8:33,9,7,16,,,,,
84,8:34,14,11,24,,,,,
85,8:35,11,8,19,,,,,
86,8:35,10,11,21,,,,,
87,8:35,9,7,16,,,,,
88,8:35,11,12,22,,,,,
89,8:35,10,8,18,,,,,
90,8:35,13,13,25,,,,,
91,8:35,11,9,20,,,,,
92,8:36,8,9,17,,,,,
93,8:36,11,9,20,,,,,
94,8:36,9,11,21,,,,,
95,8:36,13,8,21,,,,,
96,8:36,11,10,21,,,,,
97,8:37,14,8,22,,,,,
98,8:37,10,7,17,,,,,
99,8:37,9,9,18,,,,,
100,8:37,13,12,25,,,,,
101,8:38,12,11,23,,,,,
102,8:38,10,12,22,,,,,
103,8:38,10,11,21,,,,,
104,8:38,9,13,22,,,,,
105,8:39,13,7,20,,,,,
106,8:39,12,8,20,,,,,
107,8:39,11,8,18,,,,,
108,8:39,11,9,20,,,,,
109,8:39,13,8,21,,,,,
110,8:39,11,11,22,,,,,
111,8:40,11,11,22,,,,,
112,8:40,13,9,22,,,,,
113,8:40,10,12,23,,,,,
114,8:40,11,12,22,,,,,
115,8:41,11,10,22,,,,,
