Number,Arrival time,X1,X2,X3,,,,,
1,8:00,12,17,29,,,,,
2,8:00,15,12,27,,,X1,X2,X3
3,8:00,13,14,27,,MEAN,13,14,27
4,8:00,13,14,27,,,,,
5,8:00,10,17,27,,,,,
6,8:01,15,15,30,,,,,
7,8:01,15,15,30,,,,,
8,8:01,12,15,26,,,,,
9,8:01,15,15,30,,,,,
10,8:01,15,15,31,,,,,
11,8:02,13,16,29,,,,,
12,8:02,12,12,25,,,,,
13,8:02,12,14,26,,,,,
14,8:02,15,12,27,,,,,
15,8:03,13,15,28,,,,,
16,8:03,11,17,28,,,,,
17,8:03,15,14,29,,,,,
18,8:03,10,13,23,,,,,
19,8:04,15,13,28,,,,,
20,8:04,16,15,31,,,,,
21,8:04,16,16,31,,,,,
22,8:04,15,14,29,,,,,
23,8:05,10,17,27,,,,,
24,8:05,10,11,22,,,,,
25,8:06,13,12,25,,,,,
26,8:06,15,12,26,,,,,
27,8:06,14,14,28,,,,,
28,8:07,15,15,30,,,,,
29,8:07,12,17,29,,,,,
30,8:07,16,13,29,,,,,
31,8:08,12,15,27,,,,,
32,8:10,12,14,26,,,,,
33,8:10,10,12,23,,,,,
34,8:10,12,16,28,,,,,
35,8:10,14,14,28,,,,,
36,8:10,12,12,25,,,,,
37,8:11,13,12,25,,,,,
38,8:11,13,15,29,,,,,
39,8:12,16,13,29,,,,,
40,8:12,10,17,27,,,,,
41,8:13,15,14,29,,,,,
42,8:13,16,14,30,,,,,
43,8:13,16,16,32,,,,,
44,8:13,14,16,30,,,,,
45,8:14,11,15,26,,,,,
46,8:14,11,14,25,,,,,
47,8:14,15,11,26,,,,,
48,8:14,11,16,27,,,,,
49,8:14,11,16,27,,,,,
50,8:14,13,14,27,,,,,
51,8:14,12,16,28,,,,,
52,8:14,12,17,29,,,,,
53,8:15,15,15,30,,,,,
54,8:15,15,14,30,,,,,
55,8:15,13,12,25,,,,,
56,8:15,14,16,30,,,,,
57,8:15,14,15,29,,,,,
58,8:16,13,15,27,,,,,
59,8:16,10,16,26,,,,,
60,8:16,13,15,28,,,,,
61,8:16,15,14,28,,,,,
62,8:16,13,14,27,,,,,
63,8:17,11,14,25,,,,,
64,8:17,13,14,27,,,,,
65,8:18,14,14,27,,,,,
66,8:18,13,15,28,,,,,
67,8:18,11,12,23,,,,,
68,8:18,14,11,26,,,,,
69,8:19,15,16,31,,,,,
70,8:19,13,14,27,,,,,
71,8:20,14,13,27,,,,,
72,8:20,11,11,22,,,,,
73,8:20,12,14,25,,,,,
74,8:20,14,15,29,,,,,
75,8:20,12,12,24,,,,,
76,8:21,13,14,27,,,,,
77,8:23,15,14,28,,,,,
78,8:23,13,13,26,,,,,
79,8:23,14,17,31,,,,,
80,8:23,15,12,27,,,,,
81,8:24,10,11,22,,,,,
82,8:25,14,12,26,,,,,
83,8:26,14,14,28,,,,,
84,8:27,11,13,24,,,,,
85,8:27,12,12,23,,,,,
86,8:28,13,17,30,,,,,
87,8:29,14,14,28,,,,,
88,8:30,14,12,26,,,,,
89,8:32,16,13,29,,,,,
90,8:33,13,15,28,,,,,
91,8:33,12,14,25,,,,,
92,8:33,13,16,29,,,,,
93,8:33,14,13,27,,,,,
94,8:34,15,16,31,,,,,
95,8:35,15,13,28,,,,,
96,8:36,15,17,32,,,,,
97,8:36,16,13,29,,,,,
98,8:37,14,15,30,,,,,
99,8:38,10,15,26,,,,,
100,8:39,14,12,25,,,,,
101,8:40,16,16,32,,,,,
102,8:40,11,17,28,,,,,
103,8:40,11,16,27,,,,,
104,8:42,15,14,29,,,,,
105,8:42,13,12,25,,,,,
106,8:42,11,11,23,,,,,
107,8:43,12,14,26,,,,,
108,8:44,12,12,24,,,,,
109,8:45,12,14,26,,,,,
110,8:45,11,13,24,,,,,
111,8:45,10,16,27,,,,,
112,8:45,13,12,25,,,,,
113,8:45,12,12,24,,,,,
114,8:46,12,14,26,,,,,
115,8:46,14,13,26,,,,,
116,8:46,15,17,31,,,,,
117,8:47,14,12,27,,,,,
118,8:49,10,11,21,,,,,
119,8:50,12,13,25,,,,,
120,8:50,16,16,32,,,,,
121,8:52,12,12,24,,,,,
122,8:52,11,16,27,,,,,
123,8:53,15,13,28,,,,,
124,8:53,12,12,25,,,,,
125,8:53,16,14,29,,,,,
126,8:54,11,15,27,,,,,
127,8:55,12,12,24,,,,,
128,8:56,15,16,31,,,,,
129,8:56,12,12,24,,,,,
130,8:57,14,12,26,,,,,
131,8:58,13,17,29,,,,,
132,8:58,12,16,29,,,,,
133,8:58,14,11,26,,,,,
134,8:59,12,17,29,,,,,
135,8:59,16,17,32,,,,,
136,9:00,12,14,26,,,,,
137,9:00,11,12,23,,,,,
138,9:00,16,15,31,,,,,
139,9:01,10,16,27,,,,,
140,9:02,12,15,27,,,,,
141,9:02,13,12,25,,,,,
142,9:02,15,13,28,,,,,
143,9:02,15,14,29,,,,,
144,9:03,13,14,27,,,,,
145,9:04,13,16,29,,,,,
146,9:05,16,15,31,,,,,
147,9:05,15,11,26,,,,,
148,9:06,16,14,30,,,,,
149,9:06,12,14,26,,,,,
150,9:07,16,15,31,,,,,
151,9:07,13,16,29,,,,,
152,9:08,11,16,27,,,,,
153,9:08,10,11,22,,,,,
154,9:08,15,15,29,,,,,
155,9:08,16,12,28,,,,,
156,9:08,13,15,28,,,,,
157,9:09,13,17,30,,,,,
158,9:09,15,12,27,,,,,
159,9:10,14,15,29,,,,,
160,9:10,14,15,30,,,,,
161,9:11,10,12,23,,,,,
162,9:11,12,17,29,,,,,
163,9:11,10,15,26,,,,,
164,9:12,11,12,23,,,,,
165,9:12,14,14,28,,,,,
166,9:13,14,15,29,,,,,
167,9:14,11,14,25,,,,,
168,9:14,14,12,26,,,,,
169,9:14,12,13,25,,,,,
170,9:14,13,16,28,,,,,
171,9:15,13,15,27,,,,,
172,9:16,13,12,26,,,,,
173,9:17,11,13,24,,,,,
174,9:18,15,14,29,,,,,
175,9:18,11,12,23,,,,,
176,9:18,11,16,27,,,,,
177,9:20,10,14,24,,,,,
178,9:20,16,16,31,,,,,
179,9:21,11,15,26,,,,,
180,9:24,14,16,31,,,,,
181,9:24,11,14,24,,,,,
182,9:25,16,14,29,,,,,
183,9:25,15,13,28,,,,,
184,9:25,14,13,27,,,,,
185,9:25,15,11,26,,,,,
186,9:26,10,13,24,,,,,
187,9:28,16,15,31,,,,,
188,9:28,12,15,27,,,,,
189,9:29,14,12,26,,,,,
190,9:29,13,14,27,,,,,
191,9:29,15,15,30,,,,,
192,9:30,14,13,26,,,,,
193,9:30,10,16,27,,,,,
194,9:31,13,14,27,,,,,
195,9:31,12,16,27,,,,,
196,9:32,16,16,32,,,,,
197,9:34,10,12,23,,,,,
198,9:35,13,15,28,,,,,
199,9:35,13,14,28,,,,,
200,9:35,10,13,23,,,,,
201,9:36,16,15,31,,,,,
202,9:36,11,12,23,,,,,
203,9:36,15,16,30,,,,,
204,9:37,11,12,23,,,,,
205,9:37,13,14,27,,,,,
206,9:37,13,14,27,,,,,
207,9:38,15,14,29,,,,,
208,9:38,13,15,28,,,,,
209,9:39,16,11,27,,,,,
210,9:39,15,17,32,,,,,
211,9:40,13,16,28,,,,,
212,9:40,14,13,26,,,,,
213,9:40,14,17,31,,,,,
214,9:41,16,13,28,,,,,
215,9:41,12,17,29,,,,,
216,9:41,11,15,26,,,,,
217,9:42,11,15,26,,,,,
218,9:42,14,16,30,,,,,
219,9:42,10,14,24,,,,,
220,9:42,15,15,31,,,,,
221,9:42,15,13,28,,,,,
222,9:42,13,16,29,,,,,
223,9:43,15,13,29,,,,,
224,9:44,13,16,29,,,,,
225,9:48,12,16,28,,,,,
226,9:49,12,16,28,,,,,
227,9:49,10,16,26,,,,,
228,9:49,15,14,29,,,,,
229,9:50,10,15,25,,,,,
230,9:50,14,13,27,,,,,
231,9:50,12,16,27,,,,,
232,9:50,11,14,25,,,,,
233,9:51,14,14,28,,,,,
234,9:51,10,11,22,,,,,
235,9:52,16,13,28,,,,,
236,9:53,10,14,24,,,,,
237,9:53,15,12,26,,,,,
238,9:54,11,14,25,,,,,
239,9:54,12,13,24,,,,,
240,9:54,13,11,24,,,,,
241,9:55,12,13,25,,,,,
242,9:55,12,14,25,,,,,
243,9:55,14,11,25,,,,,
244,9:56,13,11,25,,,,,
245,9:56,13,17,29,,,,,
246,9:57,15,14,30,,,,,
247,9:57,11,13,24,,,,,
248,9:57,15,17,32,,,,,
249,9:58,13,12,26,,,,,
250,9:58,13,15,27,,,,,
251,9:58,15,15,30,,,,,
252,10:00,14,15,29,,,,,
253,10:02,11,12,23,,,,,
254,10:03,10,14,24,,,,,
255,10:03,10,15,25,,,,,
256,10:04,13,13,26,,,,,
257,10:04,11,15,26,,,,,
258,10:05,12,12,24,,,,,
259,10:06,13,13,26,,,,,
260,10:06,14,13,27,,,,,
261,10:08,13,13,26,,,,,
262,10:09,15,13,27,,,,,
263,10:09,16,11,27,,,,,
264,10:09,16,13,29,,,,,
265,10:09,12,15,26,,,,,
266,10:10,10,14,24,,,,,
267,10:10,12,12,23,,,,,
268,10:11,11,16,26,,,,,
269,10:12,15,16,32,,,,,
270,10:12,13,15,28,,,,,
271,10:13,12,12,24,,,,,
272,10:13,11,11,22,,,,,
273,10:14,14,15,29,,,,,
274,10:14,11,14,25,,,,,
275,10:14,12,16,28,,,,,
276,10:14,15,11,26,,,,,
277,10:14,15,14,28,,,,,
278,10:14,10,14,24,,,,,
279,10:16,16,17,33,,,,,
280,10:16,11,16,26,,,,,
281,10:16,11,14,25,,,,,
282,10:16,13,12,25,,,,,
283,10:17,12,17,29,,,,,
284,10:17,12,16,28,,,,,
285,10:18,12,14,26,,,,,
286,10:18,14,15,29,,,,,
287,10:18,11,14,26,,,,,
288,10:19,13,15,28,,,,,
289,10:20,11,14,25,,,,,
290,10:20,14,17,31,,,,,
291,10:21,15,16,30,,,,,
292,10:22,16,14,30,,,,,
293,10:22,10,16,26,,,,,
294,10:23,11,16,27,,,,,
295,10:24,10,15,25,,,,,
296,10:24,11,16,27,,,,,
297,10:24,14,11,25,,,,,
298,10:24,11,15,25,,,,,
299,10:25,14,12,26,,,,,
300,10:25,16,17,32,,,,,
301,10:25,14,15,29,,,,,
302,10:26,13,15,28,,,,,
303,10:26,11,17,28,,,,,
304,10:26,12,14,26,,,,,
305,10:27,14,16,31,,,,,
306,10:27,13,14,27,,,,,
307,10:27,15,16,31,,,,,
308,10:28,11,12,23,,,,,
309,10:28,15,15,30,,,,,
310,10:28,14,14,27,,,,,
311,10:29,10,12,22,,,,,
312,10:29,11,16,26,,,,,
313,10:29,15,17,32,,,,,
314,10:29,10,13,23,,,,,
315,10:29,12,14,27,,,,,
316,10:30,11,14,25,,,,,
317,10:30,16,12,27,,,,,
318,10:30,15,16,31,,,,,
319,10:30,14,15,30,,,,,
320,10:31,11,15,26,,,,,
321,10:32,11,13,24,,,,,
322,10:33,10,13,23,,,,,
323,10:33,11,14,25,,,,,
324,10:34,15,12,27,,,,,
325,10:34,11,11,22,,,,,
326,10:36,15,17,31,,,,,
327,10:36,10,14,24,,,,,
328,10:37,12,16,29,,,,,
329,10:38,12,17,28,,,,,
330,10:38,14,15,29,,,,,
331,10:38,14,16,30,,,,,
332,10:40,12,11,23,,,,,
333,10:40,13,13,26,,,,,
334,10:40,14,17,31,,,,,
335,10:41,10,16,27,,,,,
336,10:41,14,16,29,,,,,
337,10:42,13,16,29,,,,,
338,10:43,14,14,28,,,,,
339,10:44,15,17,32,,,,,
340,10:46,15,15,30,,,,,
341,10:46,12,17,29,,,,,
342,10:48,12,15,26,,,,,
343,10:48,12,16,28,,,,,
344,10:49,16,13,29,,,,,
345,10:50,13,17,30,,,,,
346,10:50,11,15,27,,,,,
347,10:50,11,14,25,,,,,
348,10:50,15,14,28,,,,,
349,10:51,13,11,24,,,,,
350,10:51,12,12,25,,,,,
351,10:51,14,17,31,,,,,
352,10:52,12,15,26,,,,,
353,10:52,13,13,26,,,,,
354,10:52,12,15,27,,,,,
355,10:53,14,17,31,,,,,
356,10:53,13,14,27,,,,,
357,10:54,11,16,27,,,,,
358,10:54,10,16,26,,,,,
359,10:55,13,15,29,,,,,
360,10:56,11,13,25,,,,,
361,10:56,14,14,28,,,,,
362,10:56,11,16,26,,,,,
363,10:56,11,12,23,,,,,
364,10:57,15,13,28,,,,,
365,10:57,15,17,31,,,,,
366,10:57,13,14,27,,,,,
367,10:57,11,14,25,,,,,
368,10:58,15,13,28,,,,,
369,10:58,12,15,27,,,,,
370,10:59,14,12,26,,,,,
371,11:00,13,16,29,,,,,
372,11:02,11,13,24,,,,,
373,11:03,16,17,32,,,,,
374,11:03,12,15,27,,,,,
375,11:04,16,14,30,,,,,
376,11:04,14,15,28,,,,,
377,11:04,12,13,25,,,,,
378,11:05,14,12,26,,,,,
379,11:05,13,16,29,,,,,
380,11:06,11,16,27,,,,,
381,11:06,11,14,25,,,,,
382,11:07,12,13,24,,,,,
383,11:09,12,15,27,,,,,
384,11:09,13,15,28,,,,,
385,11:10,12,17,29,,,,,
386,11:10,12,13,24,,,,,
387,11:11,15,12,27,,,,,
388,11:11,15,14,29,,,,,
389,11:12,15,13,29,,,,,
390,11:12,11,14,25,,,,,
391,11:13,11,16,27,,,,,
392,11:14,11,16,27,,,,,
393,11:14,15,12,26,,,,,
394,11:14,10,12,23,,,,,
395,11:14,14,14,28,,,,,
396,11:14,16,15,31,,,,,
397,11:15,13,17,30,,,,,
398,11:15,11,14,25,,,,,
399,11:15,14,17,31,,,,,
400,11:15,13,11,24,,,,,
401,11:15,14,13,27,,,,,
402,11:16,12,14,26,,,,,
403,11:16,14,13,27,,,,,
404,11:16,12,16,27,,,,,
405,11:17,10,13,23,,,,,
406,11:17,16,16,32,,,,,
407,11:18,16,17,33,,,,,
408,11:19,16,14,30,,,,,
409,11:19,16,13,29,,,,,
410,11:20,11,12,23,,,,,
411,11:21,13,16,29,,,,,
412,11:21,15,15,30,,,,,
413,11:22,10,16,26,,,,,
414,11:22,14,13,27,,,,,
415,11:23,16,15,30,,,,,
416,11:23,11,16,27,,,,,
417,11:24,14,15,29,,,,,
418,11:24,10,15,25,,,,,
419,11:24,14,12,27,,,,,
420,11:25,15,17,31,,,,,
421,11:25,12,17,28,,,,,
422,11:26,11,13,24,,,,,
423,11:26,14,16,29,,,,,
424,11:27,12,14,27,,,,,
425,11:28,14,13,27,,,,,
426,11:29,11,13,24,,,,,
427,11:30,12,12,24,,,,,
428,11:31,16,16,32,,,,,
429,11:31,14,15,30,,,,,
430,11:32,10,16,27,,,,,
431,11:32,15,15,30,,,,,
432,11:32,10,11,22,,,,,
433,11:33,14,14,28,,,,,
434,11:33,16,13,29,,,,,
435,11:34,13,15,28,,,,,
436,11:35,13,12,25,,,,,
437,11:36,15,16,31,,,,,
438,11:38,15,14,29,,,,,
439,11:40,14,13,26,,,,,
440,11:40,15,15,31,,,,,
441,11:41,10,14,24,,,,,
442,11:42,12,16,28,,,,,
443,11:42,10,12,22,,,,,
444,11:42,13,16,29,,,,,
445,11:42,14,15,29,,,,,
446,11:43,14,11,25,,,,,
447,11:43,14,11,25,,,,,
448,11:44,15,17,32,,,,,
449,11:45,13,12,25,,,,,
450,11:45,15,11,26,,,,,
451,11:45,15,12,27,,,,,
452,11:45,10,12,22,,,,,
453,11:45,15,17,32,,,,,
454,11:46,12,13,25,,,,,
455,11:46,12,11,24,,,,,
456,11:47,12,14,26,,,,,
457,11:47,16,12,28,,,,,
458,11:47,12,13,25,,,,,
459,11:47,13,15,28,,,,,
460,11:48,12,12,24,,,,,
461,11:48,15,16,32,,,,,
462,11:48,14,13,26,,,,,
463,11:49,16,14,30,,,,,
464,11:49,15,16,31,,,,,
