Number,Arrival time,X1,X2,X3,,,,,
1,8:00,4,5,9,,,X1,X2,X3
2,8:00,7,9,16,,MEAN,6,8,14
3,8:00,5,7,12,,,,,
4,8:00,6,9,15,,,,,
5,8:00,4,5,10,,,,,
6,8:00,8,11,19,,,,,
7,8:00,7,9,16,,,,,
8,8:00,7,10,17,,,,,
9,8:00,4,5,9,,,,,
10,8:00,4,6,10,,,,,
11,8:00,8,11,19,,,,,
12,8:00,8,11,18,,,,,
13,8:01,7,10,17,,,,,
14,8:01,7,9,16,,,,,
15,8:02,6,8,14,,,,,
16,8:02,5,7,13,,,,,
17,8:02,7,9,16,,,,,
18,8:02,5,6,11,,,,,
19,8:03,7,9,16,,,,,
20,8:03,5,6,11,,,,,
21,8:04,4,5,9,,,,,
22,8:04,5,6,11,,,,,
23,8:04,5,6,11,,,,,
24,8:04,7,10,18,,,,,
25,8:05,6,8,14,,,,,
26,8:05,8,10,18,,,,,
27,8:05,6,8,13,,,,,
28,8:05,7,9,16,,,,,
29,8:05,7,9,15,,,,,
30,8:05,5,6,11,,,,,
31,8:05,6,7,13,,,,,
32,8:05,5,7,12,,,,,
33,8:06,4,5,9,,,,,
34,8:06,6,8,14,,,,,
35,8:07,8,11,18,,,,,
36,8:07,7,9,16,,,,,
37,8:08,7,9,16,,,,,
38,8:08,4,5,9,,,,,
39,8:08,8,11,18,,,,,
40,8:08,8,11,19,,,,,
41,8:09,7,9,16,,,,,
42,8:09,6,8,14,,,,,
43,8:10,5,7,12,,,,,
44,8:10,6,7,13,,,,,
45,8:10,8,11,19,,,,,
46,8:10,7,10,17,,,,,
47,8:10,6,8,15,,,,,
48,8:10,6,7,13,,,,,
49,8:10,8,10,18,,,,,
50,8:10,8,10,18,,,,,
51,8:10,8,11,18,,,,,
52,8:10,5,7,13,,,,,
53,8:10,6,9,15,,,,,
54,8:10,4,5,9,,,,,
55,8:11,6,8,14,,,,,
56,8:11,4,6,10,,,,,
57,8:13,5,6,11,,,,,
58,8:13,8,10,18,,,,,
59,8:15,5,6,11,,,,,
60,8:15,4,5,10,,,,,
61,8:15,6,9,15,,,,,
62,8:15,6,8,14,,,,,
63,8:15,4,5,9,,,,,
64,8:15,4,6,10,,,,,
65,8:15,4,5,9,,,,,
66,8:15,6,7,13,,,,,
67,8:17,7,10,17,,,,,
68,8:17,7,9,16,,,,,
69,8:18,7,10,17,,,,,
70,8:18,7,9,16,,,,,
71,8:19,6,8,15,,,,,
72,8:19,6,9,15,,,,,
73,8:20,5,6,11,,,,,
74,8:20,5,6,11,,,,,
75,8:20,6,8,14,,,,,
76,8:20,7,9,15,,,,,
77,8:20,7,9,16,,,,,
78,8:20,5,6,11,,,,,
79,8:20,6,8,14,,,,,
80,8:20,7,10,17,,,,,
81,8:22,7,9,16,,,,,
82,8:22,7,9,16,,,,,
83,8:22,8,11,19,,,,,
84,8:22,7,9,15,,,,,
85,8:23,6,8,15,,,,,
86,8:24,4,6,10,,,,,
87,8:24,5,6,11,,,,,
88,8:25,8,11,19,,,,,
89,8:25,7,9,16,,,,,
90,8:25,5,6,11,,,,,
91,8:25,6,8,14,,,,,
92,8:25,6,8,14,,,,,
93,8:25,7,10,17,,,,,
94,8:25,8,11,19,,,,,
95,8:25,6,8,14,,,,,
96,8:25,5,7,12,,,,,
97,8:25,5,6,11,,,,,
98,8:25,4,5,10,,,,,
99,8:25,5,6,11,,,,,
100,8:26,7,9,16,,,,,
101,8:26,4,5,9,,,,,
102,8:29,6,8,14,,,,,
103,8:29,7,10,17,,,,,
104,8:30,5,7,13,,,,,
105,8:30,7,9,15,,,,,
106,8:30,5,6,10,,,,,
107,8:30,5,6,11,,,,,
108,8:30,5,6,11,,,,,
109,8:30,6,8,14,,,,,
110,8:30,5,6,10,,,,,
111,8:30,7,9,15,,,,,
112,8:30,5,7,12,,,,,
113,8:30,6,9,15,,,,,
114,8:30,8,11,19,,,,,
115,8:30,7,10,17,,,,,
116,8:33,4,5,9,,,,,
117,8:33,7,10,17,,,,,
118,8:34,7,10,17,,,,,
119,8:34,6,7,13,,,,,
120,8:34,5,7,12,,,,,
121,8:34,7,10,17,,,,,
122,8:34,4,5,9,,,,,
123,8:34,4,5,9,,,,,
124,8:35,8,10,18,,,,,
125,8:35,7,10,17,,,,,
126,8:35,6,8,13,,,,,
127,8:35,7,9,16,,,,,
128,8:35,5,6,11,,,,,
129,8:35,4,5,9,,,,,
130,8:35,7,9,16,,,,,
131,8:35,7,10,18,,,,,
132,8:35,7,9,16,,,,,
133,8:35,7,9,16,,,,,
134,8:35,6,9,15,,,,,
135,8:35,7,9,16,,,,,
136,8:35,5,7,12,,,,,
137,8:35,5,7,12,,,,,
138,8:36,7,9,16,,,,,
139,8:36,5,7,12,,,,,
140,8:36,5,7,12,,,,,
141,8:36,7,10,17,,,,,
142,8:36,8,11,18,,,,,
143,8:36,6,8,15,,,,,
144,8:36,7,10,17,,,,,
145,8:36,8,11,18,,,,,
146,8:37,7,10,17,,,,,
147,8:37,4,5,9,,,,,
148,8:38,6,8,14,,,,,
149,8:38,4,5,9,,,,,
150,8:38,6,8,14,,,,,
151,8:38,4,6,10,,,,,
152,8:38,5,7,12,,,,,
153,8:38,5,7,12,,,,,
154,8:40,4,5,9,,,,,
155,8:40,4,5,9,,,,,
156,8:40,8,11,18,,,,,
157,8:40,6,8,15,,,,,
158,8:40,6,9,15,,,,,
159,8:40,6,8,15,,,,,
160,8:40,6,8,14,,,,,
161,8:40,8,11,18,,,,,
162,8:40,8,10,18,,,,,
163,8:40,8,11,19,,,,,
164,8:42,6,8,14,,,,,
165,8:42,7,9,16,,,,,
166,8:42,7,9,15,,,,,
167,8:42,5,6,11,,,,,
168,8:43,6,8,15,,,,,
169,8:43,6,8,14,,,,,
170,8:44,7,10,17,,,,,
171,8:44,5,7,12,,,,,
172,8:44,4,6,10,,,,,
173,8:44,6,8,14,,,,,
174,8:45,8,10,18,,,,,
175,8:45,6,8,15,,,,,
176,8:45,6,8,13,,,,,
177,8:45,5,7,12,,,,,
178,8:45,6,8,13,,,,,
179,8:45,5,7,13,,,,,
180,8:45,7,9,16,,,,,
181,8:45,6,8,13,,,,,
182,8:45,7,9,15,,,,,
183,8:45,5,7,13,,,,,
184,8:45,5,6,11,,,,,
185,8:45,4,6,10,,,,,
186,8:46,6,7,13,,,,,
187,8:46,4,5,10,,,,,
188,8:46,5,6,11,,,,,
189,8:46,4,5,10,,,,,
190,8:46,5,7,12,,,,,
191,8:46,8,11,18,,,,,
192,8:48,8,10,18,,,,,
193,8:48,6,9,15,,,,,
194,8:48,8,11,19,,,,,
195,8:48,4,5,10,,,,,
196,8:49,6,9,15,,,,,
197,8:49,7,9,15,,,,,
198,8:49,8,11,19,,,,,
199,8:49,5,7,12,,,,,
200,8:50,7,10,17,,,,,
201,8:50,8,11,18,,,,,
202,8:50,4,6,10,,,,,
203,8:50,7,10,18,,,,,
204,8:50,6,8,13,,,,,
205,8:50,5,7,12,,,,,
206,8:50,5,7,12,,,,,
207,8:50,8,10,18,,,,,
208,8:50,7,10,17,,,,,
209,8:50,6,7,13,,,,,
210,8:50,4,5,9,,,,,
211,8:50,5,6,11,,,,,
212,8:50,8,11,19,,,,,
213,8:50,8,11,19,,,,,
214,8:51,7,9,16,,,,,
215,8:51,8,11,18,,,,,
216,8:52,8,11,18,,,,,
217,8:52,6,8,14,,,,,
218,8:53,8,11,18,,,,,
219,8:53,5,6,10,,,,,
220,8:54,7,10,17,,,,,
221,8:54,7,9,16,,,,,
222,8:54,6,8,14,,,,,
223,8:54,6,8,14,,,,,
224,8:54,7,9,15,,,,,
225,8:54,7,10,18,,,,,
226,8:55,7,9,16,,,,,
227,8:55,5,6,11,,,,,
228,8:55,5,7,13,,,,,
229,8:55,7,10,17,,,,,
230,8:55,4,5,10,,,,,
231,8:55,7,9,16,,,,,
232,8:55,8,10,18,,,,,
233,8:55,5,7,12,,,,,
234,8:55,6,8,13,,,,,
235,8:55,5,7,12,,,,,
236,8:56,4,5,9,,,,,
237,8:56,6,8,14,,,,,
238,8:56,6,9,15,,,,,
239,8:56,7,9,16,,,,,
240,9:00,7,9,16,,,,,
241,9:00,5,6,11,,,,,
242,9:00,4,5,10,,,,,
243,9:00,4,6,10,,,,,
244,9:00,7,9,16,,,,,
245,9:00,5,6,11,,,,,
246,9:00,5,6,11,,,,,
247,9:00,7,9,15,,,,,
248,9:01,5,7,12,,,,,
249,9:01,7,10,17,,,,,
250,9:01,8,10,18,,,,,
251,9:01,7,9,16,,,,,
252,9:01,7,10,17,,,,,
253,9:01,7,9,16,,,,,
254,9:02,8,11,18,,,,,
255,9:02,7,10,17,,,,,
256,9:02,4,6,10,,,,,
257,9:02,7,9,16,,,,,
258,9:03,5,6,11,,,,,
259,9:03,7,9,15,,,,,
260,9:05,8,10,18,,,,,
261,9:05,5,6,10,,,,,
262,9:05,6,8,14,,,,,
263,9:05,5,7,12,,,,,
264,9:05,8,10,18,,,,,
265,9:05,6,9,15,,,,,
266,9:05,6,7,13,,,,,
267,9:05,4,6,10,,,,,
268,9:05,5,6,11,,,,,
269,9:05,4,5,10,,,,,
270,9:06,4,6,10,,,,,
271,9:06,4,5,10,,,,,
272,9:07,4,6,10,,,,,
273,9:07,7,10,17,,,,,
274,9:08,6,8,15,,,,,
275,9:08,5,6,11,,,,,
276,9:09,7,9,16,,,,,
277,9:09,6,8,14,,,,,
278,9:10,6,8,15,,,,,
279,9:10,4,6,10,,,,,
280,9:10,7,9,16,,,,,
281,9:10,6,8,14,,,,,
282,9:10,4,6,10,,,,,
283,9:10,6,8,14,,,,,
284,9:10,5,6,11,,,,,
285,9:10,7,9,15,,,,,
286,9:10,6,8,15,,,,,
287,9:10,5,7,13,,,,,
288,9:10,8,11,19,,,,,
289,9:10,5,7,12,,,,,
290,9:11,6,8,14,,,,,
291,9:11,5,6,11,,,,,
292,9:14,4,5,10,,,,,
293,9:14,5,6,11,,,,,
294,9:14,7,9,16,,,,,
295,9:14,6,8,14,,,,,
296,9:15,5,6,11,,,,,
297,9:15,7,10,17,,,,,
298,9:15,4,6,10,,,,,
299,9:15,5,7,12,,,,,
300,9:15,5,7,12,,,,,
301,9:15,6,8,14,,,,,
302,9:15,5,7,12,,,,,
303,9:15,8,11,18,,,,,
304,9:16,6,8,13,,,,,
305,9:16,6,7,13,,,,,
306,9:16,5,6,11,,,,,
307,9:16,4,5,10,,,,,
308,9:18,8,10,18,,,,,
309,9:18,6,8,14,,,,,
