Number,Arrival time,X1,X2,X3,,,,,
1,8:00,9,14,23,,,X1,X2,X3
2,8:00,8,11,18,,MEAN,10,12,22
3,8:00,11,16,26,,,,,
4,8:00,12,16,28,,,,,
5,8:00,12,10,22,,,,,
6,8:00,13,13,26,,,,,
7,8:01,7,13,20,,,,,
8,8:01,9,11,21,,,,,
9,8:01,12,11,23,,,,,
10,8:01,8,15,23,,,,,
11,8:01,8,9,18,,,,,
12,8:01,7,14,22,,,,,
13,8:02,7,10,17,,,,,
14,8:02,8,14,22,,,,,
15,8:03,8,13,21,,,,,
16,8:03,7,11,18,,,,,
17,8:03,9,10,19,,,,,
18,8:04,9,11,20,,,,,
19,8:04,10,15,26,,,,,
20,8:04,9,12,21,,,,,
21,8:04,9,14,23,,,,,
22,8:05,9,13,22,,,,,
23,8:05,12,11,23,,,,,
24,8:05,10,11,21,,,,,
25,8:05,10,13,22,,,,,
26,8:05,9,9,18,,,,,
27,8:06,13,14,27,,,,,
28,8:06,12,10,22,,,,,
29,8:07,13,12,25,,,,,
30,8:07,9,12,20,,,,,
31,8:07,13,10,23,,,,,
32,8:07,7,9,16,,,,,
33,8:08,11,13,24,,,,,
34,8:08,12,10,22,,,,,
35,8:09,13,16,29,,,,,
36,8:09,10,15,25,,,,,
37,8:09,9,10,19,,,,,
38,8:10,12,15,27,,,,,
39,8:10,9,14,23,,,,,
40,8:11,12,15,26,,,,,
41,8:11,7,14,21,,,,,
42,8:11,8,12,20,,,,,
43,8:11,7,10,17,,,,,
44,8:12,9,12,21,,,,,
45,8:12,10,9,19,,,,,
46,8:12,10,13,23,,,,,
47,8:13,9,12,22,,,,,
48,8:13,13,13,26,,,,,
49,8:13,7,14,21,,,,,
50,8:14,8,15,24,,,,,
51,8:14,7,11,18,,,,,
52,8:14,13,13,26,,,,,
53,8:14,8,9,17,,,,,
54,8:14,9,12,21,,,,,
55,8:15,12,15,26,,,,,
56,8:15,11,14,25,,,,,
57,8:15,12,15,27,,,,,
58,8:16,11,10,21,,,,,
59,8:16,8,11,19,,,,,
60,8:16,8,9,17,,,,,
61,8:17,12,11,23,,,,,
62,8:17,11,15,26,,,,,
63,8:17,8,14,22,,,,,
64,8:17,9,12,21,,,,,
65,8:17,10,11,21,,,,,
66,8:17,11,15,26,,,,,
67,8:18,10,11,22,,,,,
68,8:18,8,12,20,,,,,
69,8:19,13,12,25,,,,,
70,8:19,11,15,26,,,,,
71,8:19,10,11,21,,,,,
72,8:20,12,16,28,,,,,
73,8:20,12,15,27,,,,,
74,8:20,9,12,20,,,,,
75,8:21,8,12,20,,,,,
76,8:21,12,12,25,,,,,
77,8:21,8,15,22,,,,,
78,8:21,7,15,22,,,,,
79,8:22,12,16,28,,,,,
80,8:22,11,10,22,,,,,
81,8:22,13,12,24,,,,,
82,8:22,13,9,22,,,,,
83,8:22,12,12,25,,,,,
84,8:23,10,12,22,,,,,
85,8:23,10,11,21,,,,,
86,8:23,11,13,24,,,,,
87,8:24,10,14,24,,,,,
88,8:24,8,15,23,,,,,
89,8:24,7,12,19,,,,,
90,8:25,12,14,26,,,,,
91,8:25,11,15,26,,,,,
92,8:25,11,12,23,,,,,
93,8:25,11,12,23,,,,,
94,8:26,8,12,20,,,,,
95,8:26,12,14,26,,,,,
96,8:26,9,13,22,,,,,
97,8:27,8,13,21,,,,,
98,8:27,8,15,23,,,,,
99,8:27,9,13,22,,,,,
100,8:28,9,10,19,,,,,
101,8:28,9,12,21,,,,,
102,8:28,12,12,23,,,,,
103,8:29,11,9,20,,,,,
104,8:29,9,11,19,,,,,
105,8:29,12,16,28,,,,,
106,8:29,7,9,16,,,,,
107,8:29,11,11,23,,,,,
108,8:30,10,10,19,,,,,
109,8:30,10,14,24,,,,,
110,8:30,9,14,23,,,,,
111,8:30,9,10,19,,,,,
112,8:31,12,12,24,,,,,
113,8:31,12,14,25,,,,,
114,8:32,11,16,27,,,,,
115,8:32,12,16,27,,,,,
116,8:33,13,11,24,,,,,
117,8:33,11,12,23,,,,,
118,8:33,11,14,25,,,,,
119,8:33,13,10,23,,,,,
120,8:33,9,11,20,,,,,
121,8:34,12,10,22,,,,,
122,8:34,10,10,20,,,,,
123,8:34,12,11,23,,,,,
124,8:35,10,13,22,,,,,
125,8:35,8,13,21,,,,,
126,8:35,12,14,26,,,,,
127,8:35,9,9,18,,,,,
128,8:36,11,11,22,,,,,
129,8:36,11,11,22,,,,,
130,8:37,9,10,19,,,,,
131,8:37,9,12,21,,,,,
132,8:38,8,11,19,,,,,
133,8:39,13,12,25,,,,,
134,8:40,9,15,24,,,,,
135,8:40,10,14,24,,,,,
136,8:40,9,10,19,,,,,
137,8:41,13,15,28,,,,,
138,8:41,12,16,28,,,,,
139,8:41,12,13,24,,,,,
140,8:41,12,14,26,,,,,
141,8:41,10,13,24,,,,,
142,8:42,11,10,22,,,,,
143,8:42,9,13,22,,,,,
144,8:43,8,14,22,,,,,
145,8:43,12,14,26,,,,,
146,8:44,9,10,19,,,,,
147,8:44,8,12,20,,,,,
148,8:44,12,11,22,,,,,
149,8:45,12,13,25,,,,,
150,8:45,11,10,21,,,,,
151,8:45,11,11,22,,,,,
152,8:45,9,11,20,,,,,
153,8:46,12,9,21,,,,,
154,8:46,11,9,20,,,,,
155,8:47,12,15,27,,,,,
156,8:47,7,10,18,,,,,
157,8:47,11,13,24,,,,,
158,8:48,13,14,27,,,,,
159,8:48,7,11,18,,,,,
160,8:49,10,12,22,,,,,
161,8:49,12,10,23,,,,,
162,8:49,13,15,28,,,,,
163,8:49,11,13,24,,,,,
164,8:50,10,14,25,,,,,
165,8:50,13,13,25,,,,,
166,8:51,10,14,24,,,,,
167,8:51,9,12,21,,,,,
168,8:51,12,16,28,,,,,
169,8:52,10,11,21,,,,,
170,8:52,12,9,22,,,,,
171,8:53,11,14,25,,,,,
172,8:53,13,11,23,,,,,
173,8:53,10,14,24,,,,,
174,8:54,8,15,23,,,,,
175,8:54,7,12,20,,,,,
176,8:55,7,12,19,,,,,
177,8:55,10,14,25,,,,,
178,8:55,11,12,22,,,,,
179,8:56,10,16,26,,,,,
180,8:56,10,14,25,,,,,
181,8:57,11,12,22,,,,,
182,8:57,13,10,22,,,,,
183,8:57,10,12,22,,,,,
