Number,Arrival time,X1,X2,X3,,,,,
1,8:00,19,13,32,,,X1,X2,X3
2,8:00,16,15,31,,,20,13,33
3,8:00,21,11,32,,,,,
4,8:00,24,13,37,,,,,
5,8:00,24,14,38,,,,,
6,8:01,25,15,39,,,,,
7,8:01,15,16,31,,,,,
8,8:02,19,12,31,,,,,
9,8:02,24,12,35,,,,,
10,8:02,16,11,27,,,,,
11,8:02,17,13,30,,,,,
12,8:03,15,15,31,,,,,
13,8:03,15,11,27,,,,,
14,8:04,17,15,32,,,,,
15,8:04,17,11,28,,,,,
16,8:04,15,11,26,,,,,
17,8:04,18,12,30,,,,,
18,8:05,18,12,31,,,,,
19,8:05,21,14,34,,,,,
20,8:05,19,15,34,,,,,
21,8:05,19,15,34,,,,,
22,8:05,19,10,29,,,,,
23,8:06,24,12,36,,,,,
24,8:06,20,12,32,,,,,
25,8:07,19,12,31,,,,,
26,8:07,18,14,32,,,,,
27,8:08,25,15,40,,,,,
28,8:08,23,11,34,,,,,
29,8:08,25,14,39,,,,,
30,8:08,18,11,29,,,,,
31,8:09,25,15,40,,,,,
32,8:09,16,16,31,,,,,
33,8:10,22,14,36,,,,,
34,8:10,23,14,37,,,,,
35,8:10,25,11,36,,,,,
36,8:10,20,11,31,,,,,
37,8:10,18,13,31,,,,,
38,8:10,23,16,38,,,,,
39,8:10,19,14,33,,,,,
40,8:10,23,15,37,,,,,
41,8:10,16,13,29,,,,,
42,8:10,17,13,30,,,,,
43,8:10,16,11,26,,,,,
44,8:10,19,11,30,,,,,
45,8:11,20,14,34,,,,,
46,8:11,20,15,35,,,,,
47,8:13,19,15,34,,,,,
48,8:13,25,15,40,,,,,
49,8:15,15,14,29,,,,,
50,8:15,17,13,30,,,,,
51,8:15,15,11,26,,,,,
52,8:15,24,14,38,,,,,
53,8:15,16,13,29,,,,,
54,8:15,18,15,33,,,,,
55,8:15,23,16,38,,,,,
56,8:15,22,11,33,,,,,
57,8:17,23,11,34,,,,,
58,8:17,22,11,33,,,,,
59,8:18,16,14,30,,,,,
60,8:18,16,10,27,,,,,
61,8:19,23,12,35,,,,,
62,8:19,21,12,33,,,,,
63,8:20,17,10,27,,,,,
64,8:20,19,11,30,,,,,
65,8:20,21,14,35,,,,,
66,8:20,22,16,38,,,,,
67,8:20,21,15,35,,,,,
68,8:20,17,14,31,,,,,
69,8:20,25,15,39,,,,,
70,8:20,22,13,35,,,,,
71,8:22,20,11,31,,,,,
72,8:22,23,15,38,,,,,
73,8:22,23,10,33,,,,,
74,8:22,18,13,31,,,,,
75,8:23,17,12,29,,,,,
76,8:24,24,14,38,,,,,
77,8:24,16,11,27,,,,,
78,8:25,16,14,29,,,,,
79,8:25,23,12,34,,,,,
80,8:25,22,12,34,,,,,
81,8:25,25,13,38,,,,,
82,8:25,24,15,40,,,,,
83,8:25,24,11,35,,,,,
84,8:25,20,12,33,,,,,
85,8:25,20,13,33,,,,,
86,8:25,22,11,33,,,,,
87,8:25,20,15,35,,,,,
88,8:25,16,13,30,,,,,
89,8:25,15,13,29,,,,,
90,8:26,23,11,34,,,,,
91,8:26,22,12,33,,,,,
92,8:29,22,16,38,,,,,
93,8:29,21,16,36,,,,,
94,8:30,17,14,31,,,,,
95,8:30,24,12,36,,,,,
96,8:30,19,14,33,,,,,
97,8:30,17,11,28,,,,,
98,8:30,17,12,29,,,,,
99,8:30,18,11,30,,,,,
100,8:30,18,14,32,,,,,
