Number,Arrival time,X1,X2,X3,,,,,
1,8:00,11,18,29,,,X1,X2,X3
2,8:00,10,13,22,,MEAN,10,15,25
3,8:00,11,15,26,,,,,
4,8:01,8,14,22,,,,,
5,8:01,9,15,24,,,,,
6,8:01,10,17,27,,,,,
7,8:01,9,12,21,,,,,
8,8:01,12,16,28,,,,,
9,8:02,12,17,28,,,,,
10,8:02,12,17,29,,,,,
11,8:02,12,15,26,,,,,
12,8:03,11,16,27,,,,,
13,8:03,12,14,26,,,,,
14,8:03,9,18,27,,,,,
15,8:03,10,13,23,,,,,
16,8:04,11,17,29,,,,,
17,8:04,10,16,26,,,,,
18,8:05,10,16,26,,,,,
19,8:05,10,15,25,,,,,
20,8:05,11,13,24,,,,,
21,8:05,12,12,24,,,,,
22,8:06,8,12,20,,,,,
23,8:07,12,14,26,,,,,
24,8:07,10,13,24,,,,,
25,8:07,11,17,28,,,,,
26,8:07,8,17,25,,,,,
27,8:07,10,18,28,,,,,
28,8:08,10,16,25,,,,,
29,8:08,9,14,23,,,,,
30,8:08,10,13,23,,,,,
31,8:08,11,15,26,,,,,
32,8:08,10,16,27,,,,,
33,8:09,11,17,28,,,,,
34,8:09,9,15,25,,,,,
35,8:09,11,18,28,,,,,
36,8:10,9,16,24,,,,,
37,8:11,9,17,26,,,,,
38,8:11,10,17,27,,,,,
39,8:11,11,14,25,,,,,
40,8:11,11,13,25,,,,,
41,8:11,10,12,22,,,,,
42,8:11,11,14,24,,,,,
43,8:11,9,14,22,,,,,
44,8:11,11,15,26,,,,,
45,8:12,11,14,26,,,,,
46,8:12,9,16,25,,,,,
47,8:13,12,13,25,,,,,
48,8:13,8,12,20,,,,,
49,8:13,10,17,27,,,,,
50,8:13,10,16,26,,,,,
51,8:14,9,17,26,,,,,
52,8:14,11,18,29,,,,,
53,8:14,11,14,25,,,,,
54,8:14,11,17,27,,,,,
55,8:14,9,14,23,,,,,
56,8:15,12,13,25,,,,,
57,8:15,10,15,24,,,,,
58,8:15,10,16,25,,,,,
59,8:15,8,16,24,,,,,
60,8:15,9,15,24,,,,,
61,8:15,8,16,25,,,,,
62,8:16,11,16,27,,,,,
63,8:17,9,12,22,,,,,
64,8:17,9,13,22,,,,,
65,8:17,11,16,27,,,,,
66,8:17,10,13,23,,,,,
67,8:18,10,12,22,,,,,
68,8:18,9,13,22,,,,,
69,8:18,10,14,24,,,,,
70,8:18,9,15,24,,,,,
71,8:18,9,16,25,,,,,
72,8:19,10,17,28,,,,,
73,8:19,10,14,24,,,,,
74,8:19,12,13,25,,,,,
75,8:19,11,15,26,,,,,
76,8:19,12,17,29,,,,,
77,8:19,10,14,24,,,,,
78,8:19,10,15,25,,,,,
79,8:20,11,13,24,,,,,
80,8:20,9,15,24,,,,,
81,8:20,11,17,29,,,,,
82,8:20,10,14,24,,,,,
83,8:20,9,13,23,,,,,
84,8:21,9,13,22,,,,,
85,8:21,11,16,26,,,,,
86,8:21,8,17,25,,,,,
87,8:21,10,17,27,,,,,
88,8:21,12,14,26,,,,,
89,8:21,9,18,27,,,,,
90,8:21,9,16,25,,,,,
91,8:22,9,15,24,,,,,
92,8:22,11,15,25,,,,,
93,8:22,12,15,26,,,,,
94,8:23,11,13,24,,,,,
95,8:23,12,13,24,,,,,
96,8:23,9,14,23,,,,,
97,8:23,10,16,26,,,,,
98,8:23,9,16,25,,,,,
99,8:23,8,12,20,,,,,
100,8:24,11,16,27,,,,,
101,8:24,11,15,25,,,,,
102,8:24,11,13,25,,,,,
103,8:25,10,16,25,,,,,
104,8:25,11,13,24,,,,,
105,8:25,9,12,21,,,,,
106,8:25,9,14,23,,,,,
107,8:26,9,17,25,,,,,
108,8:26,12,13,25,,,,,
109,8:26,10,13,23,,,,,
110,8:26,11,13,24,,,,,
111,8:26,12,18,29,,,,,
112,8:26,9,16,25,,,,,
113,8:27,10,15,25,,,,,
114,8:27,10,16,26,,,,,
115,8:27,9,17,25,,,,,
116,8:28,12,16,28,,,,,
117,8:28,12,15,26,,,,,
118,8:28,10,12,22,,,,,
119,8:29,8,12,20,,,,,
120,8:29,8,16,24,,,,,
121,8:29,10,15,25,,,,,
122,8:29,11,18,28,,,,,
123,8:29,10,17,27,,,,,
124,8:30,11,13,23,,,,,
125,8:30,11,13,24,,,,,
126,8:30,10,14,23,,,,,
127,8:30,8,15,23,,,,,
128,8:31,11,14,25,,,,,
129,8:31,9,17,26,,,,,
130,8:31,10,17,28,,,,,
131,8:32,11,16,27,,,,,
132,8:32,10,12,22,,,,,
133,8:32,10,13,23,,,,,
134,8:33,10,17,27,,,,,
135,8:33,10,17,26,,,,,
136,8:33,9,16,25,,,,,
137,8:33,9,18,26,,,,,
138,8:33,10,17,27,,,,,
139,8:33,12,14,26,,,,,
140,8:34,10,16,26,,,,,
141,8:35,8,15,23,,,,,
142,8:35,9,17,26,,,,,
143,8:35,8,13,21,,,,,
144,8:35,8,16,24,,,,,
145,8:35,11,16,28,,,,,
146,8:35,12,13,24,,,,,
147,8:35,10,17,26,,,,,
148,8:36,11,15,26,,,,,
149,8:36,11,14,26,,,,,
150,8:36,10,14,25,,,,,
151,8:37,9,18,27,,,,,
152,8:37,8,13,21,,,,,
153,8:37,8,15,23,,,,,
154,8:37,11,15,26,,,,,
155,8:38,11,18,29,,,,,
156,8:38,9,16,25,,,,,
157,8:38,9,16,25,,,,,
158,8:38,9,15,25,,,,,
159,8:39,11,16,27,,,,,
160,8:39,9,13,22,,,,,
161,8:39,8,13,22,,,,,
162,8:39,10,17,26,,,,,
163,8:39,12,14,26,,,,,
164,8:39,12,17,28,,,,,
165,8:40,11,14,25,,,,,
166,8:40,11,16,27,,,,,
167,8:40,11,16,27,,,,,
168,8:40,11,17,28,,,,,
169,8:40,10,12,22,,,,,
170,8:40,12,17,29,,,,,
171,8:41,10,17,28,,,,,
172,8:41,10,15,25,,,,,
173,8:41,11,17,29,,,,,
174,8:41,11,13,24,,,,,
175,8:41,9,15,25,,,,,
176,8:41,11,14,25,,,,,
177,8:42,10,16,25,,,,,
178,8:42,11,14,25,,,,,
179,8:42,11,16,27,,,,,
180,8:43,9,15,24,,,,,
181,8:43,10,16,26,,,,,
182,8:43,8,13,21,,,,,
183,8:43,11,17,28,,,,,
184,8:43,10,16,25,,,,,
185,8:44,12,15,27,,,,,
186,8:44,10,15,25,,,,,
187,8:44,9,13,22,,,,,
188,8:44,11,18,29,,,,,
189,8:45,9,13,22,,,,,
190,8:45,11,13,24,,,,,
191,8:46,9,16,24,,,,,
192,8:46,11,17,28,,,,,
193,8:46,8,13,22,,,,,
194,8:46,9,15,24,,,,,
195,8:46,9,15,25,,,,,
196,8:47,8,17,25,,,,,
197,8:47,9,17,25,,,,,
198,8:47,10,13,23,,,,,
199,8:47,8,13,21,,,,,
200,8:47,10,16,27,,,,,
201,8:48,9,16,25,,,,,
202,8:48,12,16,28,,,,,
203,8:48,10,17,27,,,,,
204,8:48,11,17,28,,,,,
205,8:48,10,15,25,,,,,
206,8:49,9,17,26,,,,,
207,8:49,10,17,28,,,,,
208,8:50,11,16,27,,,,,
209,8:50,10,17,26,,,,,
210,8:50,9,12,21,,,,,
211,8:51,9,14,23,,,,,
212,8:51,8,17,25,,,,,
213,8:51,11,15,26,,,,,
214,8:51,10,14,24,,,,,
215,8:52,9,16,25,,,,,
216,8:52,12,17,29,,,,,
217,8:52,10,16,26,,,,,
218,8:53,9,14,23,,,,,
219,8:53,9,15,24,,,,,
220,8:53,10,17,27,,,,,
221,8:54,9,17,26,,,,,
222,8:54,11,17,28,,,,,
223,8:54,9,12,21,,,,,
224,8:55,8,13,22,,,,,
225,8:55,10,14,25,,,,,
226,8:55,11,14,25,,,,,
227,8:55,11,17,28,,,,,
228,8:55,9,14,23,,,,,
229,8:55,12,17,29,,,,,
230,8:56,12,13,25,,,,,
231,8:56,10,16,26,,,,,
232,8:56,8,17,25,,,,,
233,8:57,9,15,24,,,,,
234,8:57,9,17,25,,,,,
235,8:57,12,12,24,,,,,
236,8:57,8,15,23,,,,,
237,8:58,11,15,26,,,,,
238,8:58,10,18,28,,,,,
239,8:58,10,12,23,,,,,
240,8:59,11,15,27,,,,,
241,8:59,9,18,26,,,,,
242,8:59,9,13,21,,,,,
243,8:59,11,16,27,,,,,
244,9:00,9,16,24,,,,,
245,9:00,11,16,28,,,,,
246,9:01,11,16,27,,,,,
247,9:01,8,17,25,,,,,
248,9:01,8,15,23,,,,,
249,9:01,9,18,26,,,,,
250,9:02,10,17,26,,,,,
251,9:02,11,16,27,,,,,
252,9:02,9,16,25,,,,,
253,9:02,11,16,28,,,,,
254,9:02,9,14,22,,,,,
255,9:03,10,17,27,,,,,
256,9:03,9,13,22,,,,,
257,9:03,8,17,25,,,,,
258,9:03,8,17,25,,,,,
259,9:03,11,13,23,,,,,
260,9:04,11,17,29,,,,,
261,9:04,11,18,28,,,,,
262,9:05,9,13,22,,,,,
263,9:05,11,13,23,,,,,
264,9:05,11,13,23,,,,,
265,9:05,11,14,25,,,,,
266,9:06,11,17,28,,,,,
267,9:07,11,17,28,,,,,
268,9:07,10,16,25,,,,,
269,9:07,12,15,27,,,,,
270,9:07,8,14,22,,,,,
271,9:07,8,17,25,,,,,
272,9:07,10,16,26,,,,,
273,9:08,11,14,24,,,,,
274,9:08,9,15,24,,,,,
275,9:09,12,15,27,,,,,
276,9:09,9,12,21,,,,,
277,9:09,9,17,27,,,,,
278,9:09,12,15,27,,,,,
279,9:09,12,14,26,,,,,
280,9:10,11,13,24,,,,,
281,9:10,11,13,24,,,,,
282,9:10,9,14,23,,,,,
283,9:11,11,17,28,,,,,
284,9:11,11,16,27,,,,,
285,9:11,11,14,24,,,,,
286,9:11,11,14,26,,,,,
287,9:11,9,17,26,,,,,
288,9:12,9,13,22,,,,,
289,9:12,11,15,26,,,,,
290,9:13,12,15,26,,,,,
291,9:13,11,16,26,,,,,
292,9:13,8,17,25,,,,,
293,9:13,10,18,28,,,,,
294,9:14,9,14,23,,,,,
295,9:14,8,13,21,,,,,
296,9:15,8,16,24,,,,,
297,9:15,10,13,23,,,,,
298,9:16,8,15,23,,,,,
299,9:17,9,18,26,,,,,
300,9:17,12,17,28,,,,,
301,9:18,10,13,23,,,,,
302,9:18,8,14,22,,,,,
303,9:18,9,13,22,,,,,
304,9:18,8,15,23,,,,,
305,9:19,9,12,21,,,,,
306,9:19,10,15,25,,,,,
307,9:19,10,17,27,,,,,
308,9:20,8,13,22,,,,,
309,9:20,9,14,23,,,,,
310,9:20,8,17,25,,,,,
311,9:21,9,16,24,,,,,
312,9:22,10,13,23,,,,,
313,9:22,10,18,28,,,,,
314,9:23,11,17,28,,,,,
315,9:23,10,16,26,,,,,
316,9:23,9,16,25,,,,,
317,9:25,11,13,24,,,,,
318,9:26,8,12,20,,,,,
319,9:26,10,17,26,,,,,
320,9:26,9,12,21,,,,,
321,9:26,9,13,22,,,,,
322,9:26,9,13,22,,,,,
323,9:26,11,14,25,,,,,
324,9:27,9,14,24,,,,,
325,9:27,11,16,27,,,,,
326,9:27,9,14,23,,,,,
327,9:29,12,15,27,,,,,
328,9:29,10,15,24,,,,,
329,9:29,11,17,28,,,,,
330,9:30,11,17,27,,,,,
331,9:30,10,13,23,,,,,
332,9:31,9,17,26,,,,,
333,9:31,11,12,24,,,,,
334,9:33,12,13,25,,,,,
335,9:33,10,17,27,,,,,
336,9:33,10,17,27,,,,,
337,9:33,10,17,27,,,,,
338,9:33,9,15,24,,,,,
339,9:34,11,15,26,,,,,
340,9:35,11,17,28,,,,,
341,9:35,8,15,23,,,,,
342,9:36,9,13,22,,,,,
343,9:37,9,18,26,,,,,
344,9:37,10,14,23,,,,,
345,9:39,9,14,24,,,,,
346,9:39,10,14,24,,,,,
347,9:39,8,14,22,,,,,
348,9:39,10,16,26,,,,,
349,9:40,11,16,27,,,,,
350,9:40,9,16,25,,,,,
351,9:41,11,17,27,,,,,
352,9:41,11,13,24,,,,,
353,9:41,9,14,24,,,,,
