Number,Arrival time,X1,X2,X3,,,,,
1,8:00,14,7,21,,,X1,X2,X3
2,8:00,19,12,31,,MEAN,16,10,26
3,8:00,15,9,24,,,,,
4,8:00,18,8,26,,,,,
5,8:00,19,10,28,,,,,
6,8:00,17,10,26,,,,,
7,8:00,15,7,22,,,,,
8,8:00,15,7,22,,,,,
9,8:01,14,8,22,,,,,
10,8:01,15,13,28,,,,,
11,8:01,19,9,27,,,,,
12,8:01,16,8,23,,,,,
13,8:02,18,13,31,,,,,
14,8:02,19,12,31,,,,,
15,8:02,16,11,28,,,,,
16,8:02,17,13,30,,,,,
17,8:02,18,11,29,,,,,
18,8:02,17,10,28,,,,,
19,8:03,15,9,24,,,,,
20,8:03,16,13,28,,,,,
21,8:03,16,12,28,,,,,
22,8:03,19,9,28,,,,,
23,8:04,18,12,30,,,,,
24,8:04,16,11,27,,,,,
25,8:04,16,12,28,,,,,
26,8:05,16,12,28,,,,,
27,8:05,14,8,22,,,,,
28,8:05,17,9,26,,,,,
29,8:06,17,10,27,,,,,
30,8:06,13,11,24,,,,,
31,8:06,16,10,26,,,,,
32,8:07,14,9,24,,,,,
33,8:07,15,12,28,,,,,
34,8:07,18,8,26,,,,,
35,8:07,16,11,27,,,,,
36,8:07,18,10,28,,,,,
37,8:08,15,9,24,,,,,
38,8:08,14,9,23,,,,,
39,8:08,14,10,24,,,,,
40,8:08,17,13,30,,,,,
41,8:08,15,10,25,,,,,
42,8:09,18,11,29,,,,,
43,8:09,14,9,22,,,,,
44,8:09,15,9,25,,,,,
45,8:09,14,12,26,,,,,
46,8:09,18,9,27,,,,,
47,8:10,14,10,24,,,,,
48,8:10,14,12,25,,,,,
49,8:11,17,10,27,,,,,
50,8:11,14,9,23,,,,,
51,8:11,19,10,28,,,,,
52,8:11,14,11,25,,,,,
53,8:11,18,11,29,,,,,
54,8:11,17,8,25,,,,,
55,8:12,19,8,27,,,,,
56,8:12,19,10,29,,,,,
57,8:12,16,10,26,,,,,
58,8:12,15,12,27,,,,,
59,8:13,14,8,22,,,,,
60,8:13,17,12,28,,,,,
61,8:13,14,11,25,,,,,
62,8:13,19,12,31,,,,,
63,8:13,19,9,28,,,,,
64,8:13,18,12,30,,,,,
65,8:14,17,9,25,,,,,
66,8:15,15,11,25,,,,,
67,8:15,19,12,31,,,,,
68,8:15,18,10,28,,,,,
69,8:15,16,8,24,,,,,
70,8:15,14,10,23,,,,,
71,8:15,16,7,23,,,,,
72,8:16,15,13,27,,,,,
73,8:16,18,10,28,,,,,
74,8:16,14,11,25,,,,,
75,8:16,14,8,22,,,,,
76,8:17,19,9,28,,,,,
77,8:17,19,12,31,,,,,
78,8:17,17,13,29,,,,,
79,8:17,17,11,29,,,,,
80,8:17,16,8,24,,,,,
81,8:17,17,11,28,,,,,
82,8:17,13,10,24,,,,,
83,8:18,17,9,27,,,,,
84,8:18,15,13,28,,,,,
85,8:19,13,9,22,,,,,
86,8:19,18,8,26,,,,,
87,8:19,15,9,24,,,,,
88,8:19,18,11,29,,,,,
89,8:19,17,12,29,,,,,
90,8:19,16,13,29,,,,,
91,8:20,15,11,26,,,,,
92,8:20,15,13,27,,,,,
93,8:20,17,13,30,,,,,
94,8:20,18,8,27,,,,,
95,8:20,18,12,30,,,,,
96,8:21,19,12,31,,,,,
97,8:21,18,9,27,,,,,
98,8:21,19,10,28,,,,,
99,8:21,17,8,25,,,,,
100,8:22,16,12,28,,,,,
101,8:22,16,11,26,,,,,
102,8:22,13,13,26,,,,,
103,8:23,15,10,25,,,,,
104,8:23,19,11,29,,,,,
105,8:23,15,8,23,,,,,
106,8:23,14,9,23,,,,,
107,8:23,19,12,31,,,,,
108,8:24,15,11,25,,,,,
109,8:24,14,8,22,,,,,
110,8:24,18,10,28,,,,,
111,8:24,16,9,26,,,,,
112,8:25,15,8,23,,,,,
113,8:25,18,11,29,,,,,
114,8:25,17,10,27,,,,,
115,8:25,15,11,26,,,,,
116,8:25,17,9,25,,,,,
117,8:25,15,10,24,,,,,
118,8:25,15,9,24,,,,,
119,8:26,15,11,26,,,,,
120,8:26,14,9,23,,,,,
121,8:26,15,12,27,,,,,
122,8:27,14,7,21,,,,,
123,8:27,19,8,27,,,,,
124,8:27,14,11,25,,,,,
125,8:27,18,9,26,,,,,
126,8:27,18,8,26,,,,,
127,8:27,19,10,29,,,,,
128,8:28,18,8,27,,,,,
129,8:28,14,7,21,,,,,
130,8:30,17,11,28,,,,,
131,8:31,18,8,26,,,,,
132,8:31,16,8,24,,,,,
133,8:31,17,12,29,,,,,
134,8:31,17,12,28,,,,,
135,8:31,18,7,25,,,,,
136,8:32,17,12,30,,,,,
137,8:32,17,7,25,,,,,
138,8:32,14,8,22,,,,,
139,8:32,14,10,24,,,,,
140,8:32,15,9,23,,,,,
141,8:33,15,12,28,,,,,
142,8:33,14,10,24,,,,,
143,8:33,14,11,25,,,,,
144,8:33,18,8,27,,,,,
145,8:34,15,9,24,,,,,
146,8:34,13,10,23,,,,,
147,8:34,17,7,24,,,,,
148,8:35,17,12,28,,,,,
149,8:35,15,12,27,,,,,
150,8:35,17,10,27,,,,,
151,8:35,17,10,27,,,,,
152,8:35,14,13,26,,,,,
153,8:35,13,13,26,,,,,
154,8:36,17,10,27,,,,,
155,8:36,17,9,26,,,,,
156,8:36,17,10,27,,,,,
157,8:37,18,11,29,,,,,
158,8:38,18,11,30,,,,,
159,8:38,15,9,24,,,,,
160,8:39,15,11,25,,,,,
161,8:39,18,11,29,,,,,
162,8:39,13,9,22,,,,,
163,8:39,13,13,26,,,,,
164,8:39,15,13,27,,,,,
165,8:43,14,9,23,,,,,
166,8:43,17,9,26,,,,,
167,8:43,18,12,30,,,,,
168,8:43,18,11,30,,,,,
169,8:43,15,12,27,,,,,
170,8:44,18,8,26,,,,,
171,8:44,16,13,29,,,,,
172,8:44,17,13,30,,,,,
173,8:44,18,8,26,,,,,
174,8:45,14,11,25,,,,,
