Number,Arrival time,X1,X2,X3,,,,,
1,8:00,8,8,16,,,X1,X2,X3
2,8:00,12,10,21,,MEAN,10,9,19
3,8:00,9,8,16,,,,,
4,8:00,8,9,16,,,,,
5,8:00,11,9,20,,,,,
6,8:00,11,10,21,,,,,
7,8:01,11,9,19,,,,,
8,8:01,7,8,15,,,,,
9,8:01,9,11,20,,,,,
10,8:01,12,8,20,,,,,
11,8:01,11,8,19,,,,,
12,8:02,8,9,17,,,,,
13,8:02,8,10,17,,,,,
14,8:02,9,8,17,,,,,
15,8:03,10,8,18,,,,,
16,8:03,9,8,17,,,,,
17,8:03,8,7,16,,,,,
18,8:03,12,11,23,,,,,
19,8:03,11,8,19,,,,,
20,8:03,9,8,17,,,,,
21,8:04,13,11,24,,,,,
22,8:04,7,10,18,,,,,
23,8:04,8,9,17,,,,,
24,8:05,11,7,18,,,,,
25,8:05,13,9,22,,,,,
26,8:05,10,8,18,,,,,
27,8:05,8,9,17,,,,,
28,8:05,12,8,20,,,,,
29,8:05,12,8,19,,,,,
30,8:06,7,11,18,,,,,
31,8:06,9,11,19,,,,,
32,8:06,9,9,18,,,,,
33,8:06,9,10,19,,,,,
34,8:07,12,11,23,,,,,
35,8:07,10,7,17,,,,,
36,8:07,10,11,21,,,,,
37,8:07,10,9,19,,,,,
38,8:07,7,10,17,,,,,
39,8:08,9,8,17,,,,,
40,8:08,11,8,18,,,,,
41,8:08,9,7,16,,,,,
42,8:08,10,9,18,,,,,
43,8:08,8,9,17,,,,,
44,8:09,13,7,20,,,,,
45,8:09,12,7,19,,,,,
46,8:09,10,9,19,,,,,
47,8:09,12,9,21,,,,,
48,8:09,8,7,16,,,,,
49,8:09,12,10,22,,,,,
50,8:10,8,10,18,,,,,
51,8:10,8,8,17,,,,,
52,8:10,13,8,20,,,,,
53,8:11,8,7,15,,,,,
54,8:11,10,9,19,,,,,
55,8:11,9,11,20,,,,,
56,8:11,10,7,17,,,,,
57,8:11,10,11,20,,,,,
58,8:11,7,11,18,,,,,
59,8:11,8,10,18,,,,,
60,8:12,7,9,16,,,,,
61,8:12,12,8,20,,,,,
62,8:12,9,7,16,,,,,
63,8:12,12,8,20,,,,,
64,8:13,11,11,22,,,,,
65,8:13,9,8,17,,,,,
66,8:13,10,10,20,,,,,
67,8:13,11,9,20,,,,,
68,8:13,10,11,21,,,,,
69,8:13,11,8,20,,,,,
70,8:14,8,8,15,,,,,
71,8:14,8,10,18,,,,,
72,8:14,8,10,18,,,,,
73,8:14,9,9,18,,,,,
74,8:14,10,8,18,,,,,
75,8:15,7,11,18,,,,,
76,8:15,11,10,21,,,,,
77,8:15,9,9,18,,,,,
78,8:15,12,9,21,,,,,
79,8:15,8,9,17,,,,,
80,8:15,10,9,20,,,,,
81,8:15,12,9,21,,,,,
82,8:16,12,8,20,,,,,
83,8:16,12,11,23,,,,,
84,8:16,7,9,16,,,,,
85,8:16,7,7,15,,,,,
86,8:17,13,8,21,,,,,
87,8:17,9,9,17,,,,,
88,8:17,7,11,18,,,,,
89,8:17,8,9,17,,,,,
90,8:17,10,8,17,,,,,
91,8:17,9,11,20,,,,,
92,8:18,12,8,20,,,,,
93,8:18,13,8,21,,,,,
94,8:18,10,8,18,,,,,
95,8:19,12,10,22,,,,,
96,8:19,8,7,15,,,,,
97,8:19,10,10,20,,,,,
98,8:19,10,8,18,,,,,
99,8:19,11,10,21,,,,,
100,8:19,10,11,21,,,,,
101,8:19,10,9,19,,,,,
