Number,Arrival time,X1,X2,X3,,,,,
1,8:00,7,15,22,,,X1,X2,X3
2,8:00,8,15,23,,MEAN,7,17,24
3,8:00,8,16,25,,,,,
4,8:00,8,18,26,,,,,
5,8:00,7,18,25,,,,,
6,8:00,7,18,24,,,,,
7,8:00,7,16,23,,,,,
8,8:01,6,14,20,,,,,
9,8:01,6,18,24,,,,,
10,8:01,5,14,20,,,,,
11,8:01,8,14,22,,,,,
12,8:01,5,16,22,,,,,
13,8:01,6,14,20,,,,,
14,8:02,8,16,24,,,,,
15,8:02,8,16,24,,,,,
16,8:02,5,15,21,,,,,
17,8:03,8,17,25,,,,,
18,8:03,8,17,25,,,,,
19,8:03,7,19,25,,,,,
20,8:03,8,18,26,,,,,
21,8:04,6,18,24,,,,,
22,8:04,8,14,22,,,,,
23,8:04,5,18,24,,,,,
24,8:04,8,17,25,,,,,
25,8:05,6,16,22,,,,,
26,8:05,6,20,26,,,,,
27,8:05,6,17,23,,,,,
28,8:05,7,16,24,,,,,
29,8:06,8,16,23,,,,,
30,8:06,8,17,26,,,,,
31,8:06,6,17,23,,,,,
32,8:06,8,14,22,,,,,
33,8:07,8,20,28,,,,,
34,8:07,7,18,25,,,,,
35,8:07,8,18,26,,,,,
36,8:08,7,17,24,,,,,
37,8:08,9,17,26,,,,,
38,8:08,8,19,27,,,,,
39,8:09,6,19,25,,,,,
40,8:10,6,16,22,,,,,
41,8:10,7,19,26,,,,,
42,8:10,7,14,21,,,,,
43,8:10,7,15,22,,,,,
44,8:10,6,18,25,,,,,
45,8:10,7,18,26,,,,,
46,8:11,5,20,25,,,,,
47,8:11,9,17,26,,,,,
48,8:12,7,18,25,,,,,
49,8:12,6,20,26,,,,,
50,8:13,6,15,21,,,,,
51,8:13,6,17,23,,,,,
52,8:13,5,17,22,,,,,
53,8:13,6,19,25,,,,,
54,8:14,8,19,27,,,,,
55,8:14,8,18,27,,,,,
56,8:14,7,16,23,,,,,
57,8:14,5,19,24,,,,,
58,8:14,6,16,21,,,,,
59,8:14,5,18,24,,,,,
60,8:14,5,16,21,,,,,
61,8:15,8,18,26,,,,,
62,8:15,8,19,27,,,,,
63,8:15,8,15,24,,,,,
64,8:15,6,17,23,,,,,
65,8:15,8,20,28,,,,,
66,8:16,8,17,24,,,,,
67,8:16,9,18,27,,,,,
68,8:16,5,16,21,,,,,
69,8:16,7,17,24,,,,,
70,8:16,8,19,27,,,,,
71,8:17,5,15,20,,,,,
72,8:17,5,19,24,,,,,
73,8:18,6,18,25,,,,,
74,8:18,5,20,25,,,,,
75,8:18,6,19,25,,,,,
76,8:18,6,19,26,,,,,
77,8:19,7,18,25,,,,,
78,8:19,8,17,26,,,,,
79,8:19,8,16,25,,,,,
80,8:19,5,19,25,,,,,
81,8:19,7,18,25,,,,,
82,8:20,8,20,28,,,,,
83,8:20,7,19,25,,,,,
84,8:20,7,16,23,,,,,
85,8:20,8,15,23,,,,,
86,8:20,7,14,22,,,,,
87,8:21,6,19,25,,,,,
88,8:21,8,19,26,,,,,
89,8:21,6,19,24,,,,,
90,8:22,5,15,20,,,,,
91,8:22,6,15,21,,,,,
92,8:23,7,19,26,,,,,
93,8:23,9,16,25,,,,,
94,8:23,8,17,25,,,,,
95,8:23,7,18,25,,,,,
96,8:23,7,15,22,,,,,
97,8:23,8,20,28,,,,,
98,8:24,6,17,24,,,,,
99,8:24,5,16,21,,,,,
100,8:24,7,15,22,,,,,
101,8:24,5,16,21,,,,,
102,8:24,9,15,24,,,,,
103,8:24,8,16,23,,,,,
104,8:25,9,19,27,,,,,
105,8:25,5,19,24,,,,,
106,8:25,7,18,25,,,,,
107,8:25,7,20,27,,,,,
108,8:25,5,17,22,,,,,
109,8:25,6,17,24,,,,,
110,8:26,8,18,26,,,,,
111,8:26,8,18,26,,,,,
112,8:26,7,17,25,,,,,
