Number,Arrival time,X1,X2,X3,,,,,
1,8:00,8,6,14,,,X1,X2,X3
2,8:00,5,8,13,,MEAN,8,6,14
3,8:00,6,5,11,,,,,
4,8:00,9,6,14,,,,,
5,8:00,6,5,12,,,,,
6,8:00,11,6,17,,,,,
7,8:00,9,6,15,,,,,
8,8:00,5,6,12,,,,,
9,8:00,10,4,14,,,,,
10,8:01,7,8,14,,,,,
11,8:01,6,7,13,,,,,
12,8:01,6,4,10,,,,,
13,8:01,11,7,18,,,,,
14,8:01,11,8,19,,,,,
15,8:02,10,7,17,,,,,
16,8:02,8,8,16,,,,,
17,8:02,9,5,14,,,,,
18,8:02,6,4,11,,,,,
19,8:02,10,7,17,,,,,
20,8:02,5,4,10,,,,,
21,8:02,5,7,13,,,,,
22,8:03,8,5,13,,,,,
23,8:03,9,5,14,,,,,
24,8:03,11,4,15,,,,,
25,8:03,8,5,13,,,,,
26,8:03,10,5,15,,,,,
27,8:04,9,6,15,,,,,
28,8:04,9,6,15,,,,,
29,8:04,11,7,18,,,,,
30,8:04,9,5,14,,,,,
31,8:05,10,6,16,,,,,
32,8:05,8,7,15,,,,,
33,8:05,7,4,11,,,,,
34,8:05,9,8,17,,,,,
35,8:06,11,7,18,,,,,
36,8:06,9,7,16,,,,,
37,8:06,8,6,15,,,,,
38,8:06,10,6,16,,,,,
39,8:07,8,7,15,,,,,
40,8:07,10,7,17,,,,,
41,8:07,6,5,11,,,,,
42,8:07,9,5,15,,,,,
43,8:07,11,8,19,,,,,
44,8:07,6,5,12,,,,,
45,8:08,10,6,16,,,,,
46,8:08,7,8,15,,,,,
47,8:08,11,4,15,,,,,
48,8:08,9,6,15,,,,,
49,8:08,7,6,14,,,,,
50,8:08,6,8,14,,,,,
51,8:09,10,5,14,,,,,
52,8:09,10,7,17,,,,,
53,8:09,9,6,14,,,,,
54,8:09,7,7,15,,,,,
55,8:09,11,6,17,,,,,
56,8:09,8,5,12,,,,,
57,8:10,11,5,15,,,,,
58,8:10,5,5,10,,,,,
59,8:10,8,7,15,,,,,
60,8:11,8,6,14,,,,,
61,8:11,5,5,10,,,,,
62,8:11,7,5,11,,,,,
63,8:11,8,5,12,,,,,
64,8:11,10,6,16,,,,,
65,8:11,7,5,12,,,,,
66,8:11,8,4,13,,,,,
67,8:12,8,6,14,,,,,
68,8:12,9,8,16,,,,,
69,8:12,7,4,11,,,,,
70,8:12,5,5,10,,,,,
71,8:12,7,6,13,,,,,
72,8:13,6,7,13,,,,,
73,8:13,10,6,16,,,,,
74,8:13,11,5,16,,,,,
75,8:13,9,8,17,,,,,
76,8:13,10,7,16,,,,,
77,8:13,10,4,14,,,,,
78,8:13,7,4,12,,,,,
79,8:14,8,6,14,,,,,
80,8:14,8,5,13,,,,,
81,8:15,10,5,15,,,,,
82,8:15,11,5,15,,,,,
83,8:15,10,7,18,,,,,
84,8:15,9,7,17,,,,,
85,8:15,5,7,12,,,,,
86,8:15,9,5,15,,,,,
87,8:15,10,5,16,,,,,
88,8:16,8,7,15,,,,,
89,8:16,9,5,13,,,,,
90,8:16,11,5,15,,,,,
91,8:16,10,8,18,,,,,
92,8:16,6,6,12,,,,,
