Number,Arrival time,X1,X2,X3,,,,,
1,8:00,14,11,25,,,X1,X2,X3
2,8:00,15,12,27,,MEAN,17,15,32
3,8:01,17,15,31,,,,,
4,8:02,16,13,29,,,,,
5,8:03,20,18,38,,,,,
6,8:04,17,15,32,,,,,
7,8:04,20,19,39,,,,,
8,8:05,16,14,30,,,,,
9,8:05,16,14,30,,,,,
10,8:05,17,15,33,,,,,
11,8:06,15,12,26,,,,,
12,8:07,19,18,37,,,,,
13,8:07,15,13,28,,,,,
14,8:08,15,12,26,,,,,
15,8:09,19,18,36,,,,,
16,8:10,14,11,25,,,,,
17,8:11,14,11,25,,,,,
18,8:11,20,18,38,,,,,
19,8:12,15,12,26,,,,,
20,8:12,16,14,30,,,,,
21,8:13,19,18,38,,,,,
22,8:14,17,15,32,,,,,
23,8:14,19,18,38,,,,,
24,8:15,18,16,34,,,,,
25,8:16,18,16,33,,,,,
26,8:16,15,12,27,,,,,
27,8:17,18,16,33,,,,,
28,8:17,15,12,27,,,,,
29,8:17,19,17,36,,,,,
30,8:18,15,12,28,,,,,
31,8:19,18,17,35,,,,,
32,8:19,18,16,34,,,,,
33,8:20,18,16,34,,,,,
34,8:20,18,17,35,,,,,
35,8:21,16,13,29,,,,,
36,8:21,20,18,38,,,,,
37,8:22,19,18,37,,,,,
38,8:22,19,18,38,,,,,
39,8:22,19,18,38,,,,,
40,8:23,20,19,39,,,,,
41,8:23,17,15,31,,,,,
42,8:24,17,15,32,,,,,
43,8:25,17,16,33,,,,,
44,8:25,16,14,30,,,,,
45,8:26,16,14,29,,,,,
46,8:26,19,18,37,,,,,
47,8:26,20,19,39,,,,,
48,8:27,15,12,26,,,,,
49,8:27,18,16,33,,,,,
50,8:28,20,18,38,,,,,
51,8:28,14,12,26,,,,,
52,8:29,20,18,38,,,,,
53,8:29,17,16,33,,,,,
54,8:29,20,19,39,,,,,
55,8:30,16,14,30,,,,,
56,8:30,14,11,25,,,,,
57,8:31,16,14,31,,,,,
58,8:32,18,16,34,,,,,
59,8:33,19,18,38,,,,,
60,8:33,17,14,31,,,,,
61,8:33,16,13,29,,,,,
62,8:34,16,14,30,,,,,
63,8:34,15,13,28,,,,,
64,8:35,17,15,31,,,,,
65,8:35,20,18,38,,,,,
66,8:35,15,12,27,,,,,
67,8:36,16,14,30,,,,,
68,8:36,17,15,31,,,,,
69,8:36,18,16,34,,,,,
70,8:37,18,16,33,,,,,
71,8:37,19,17,36,,,,,
72,8:38,15,13,28,,,,,
73,8:39,16,13,29,,,,,
74,8:40,14,11,25,,,,,
75,8:40,17,15,32,,,,,
76,8:40,15,12,27,,,,,
77,8:41,19,18,36,,,,,
78,8:41,19,18,37,,,,,
79,8:42,17,14,31,,,,,
80,8:43,18,16,34,,,,,
81,8:44,15,12,27,,,,,
82,8:44,16,13,29,,,,,
83,8:45,15,12,26,,,,,
84,8:45,19,17,36,,,,,
85,8:46,15,12,28,,,,,
86,8:47,16,14,30,,,,,
87,8:47,16,13,29,,,,,
88,8:48,14,11,26,,,,,
89,8:49,15,12,26,,,,,
90,8:49,15,12,26,,,,,
91,8:50,18,16,34,,,,,
92,8:51,18,17,35,,,,,
93,8:51,15,13,28,,,,,
94,8:52,15,13,28,,,,,
95,8:53,17,15,33,,,,,
96,8:54,18,16,33,,,,,
97,8:55,17,15,32,,,,,
98,8:55,17,15,32,,,,,
99,8:56,16,13,29,,,,,
100,8:57,17,14,31,,,,,
101,8:58,15,12,27,,,,,
102,8:59,18,17,35,,,,,
103,9:00,16,14,30,,,,,
104,9:01,14,11,25,,,,,
105,9:01,16,14,30,,,,,
106,9:02,15,12,27,,,,,
107,9:02,15,12,26,,,,,
108,9:03,18,16,34,,,,,
109,9:04,18,16,34,,,,,
110,9:04,17,15,32,,,,,
111,9:04,15,13,28,,,,,
112,9:05,17,15,32,,,,,
113,9:05,20,19,38,,,,,
114,9:06,16,14,31,,,,,
115,9:06,16,14,30,,,,,
116,9:06,17,15,32,,,,,
117,9:07,15,13,28,,,,,
118,9:07,16,14,30,,,,,
119,9:08,16,14,30,,,,,
120,9:09,20,19,39,,,,,
121,9:10,15,12,26,,,,,
122,9:10,17,15,31,,,,,
123,9:11,15,13,28,,,,,
124,9:11,20,19,39,,,,,
125,9:12,19,17,36,,,,,
126,9:12,17,14,31,,,,,
127,9:13,15,13,28,,,,,
128,9:13,19,18,37,,,,,
129,9:14,16,13,29,,,,,
130,9:14,16,14,31,,,,,
131,9:15,20,19,39,,,,,
132,9:15,17,15,32,,,,,
133,9:15,16,14,31,,,,,
134,9:16,20,18,38,,,,,
135,9:16,15,12,27,,,,,
136,9:17,14,11,25,,,,,
137,9:17,15,12,26,,,,,
138,9:18,18,16,34,,,,,
139,9:18,20,19,39,,,,,
140,9:19,17,14,31,,,,,
141,9:19,16,14,29,,,,,
142,9:19,17,15,32,,,,,
143,9:20,16,13,29,,,,,
144,9:21,17,15,32,,,,,
145,9:21,16,14,30,,,,,
146,9:22,17,15,32,,,,,
147,9:22,17,14,31,,,,,
148,9:22,19,17,36,,,,,
149,9:23,18,16,34,,,,,
150,9:23,16,14,30,,,,,
151,9:24,20,19,38,,,,,
152,9:24,19,17,36,,,,,
153,9:25,19,18,37,,,,,
154,9:26,17,15,33,,,,,
155,9:26,16,14,29,,,,,
156,9:26,16,14,31,,,,,
157,9:27,18,17,35,,,,,
158,9:27,20,19,38,,,,,
159,9:27,17,15,32,,,,,
160,9:28,19,17,36,,,,,
161,9:29,15,12,27,,,,,
162,9:29,18,16,34,,,,,
163,9:29,17,15,32,,,,,
164,9:33,17,15,32,,,,,
165,9:41,16,13,29,,,,,
166,9:41,15,12,27,,,,,
167,9:42,17,16,33,,,,,
168,9:42,17,14,31,,,,,
169,9:46,20,19,39,,,,,
170,9:47,17,14,31,,,,,
171,9:47,20,19,38,,,,,
172,9:49,16,13,29,,,,,
173,9:50,19,18,36,,,,,
174,9:51,14,11,26,,,,,
175,9:51,15,12,28,,,,,
176,9:52,19,18,37,,,,,
177,9:53,18,17,35,,,,,
178,9:53,18,17,35,,,,,
179,10:02,14,11,25,,,,,
180,10:04,18,16,34,,,,,
181,10:04,20,19,38,,,,,
182,10:05,14,11,26,,,,,
183,10:05,16,14,30,,,,,
184,10:07,20,19,38,,,,,
185,10:08,20,18,38,,,,,
186,10:09,15,12,27,,,,,
187,10:10,19,18,38,,,,,
188,10:10,16,13,29,,,,,
189,10:12,16,14,30,,,,,
190,10:12,15,12,28,,,,,
191,10:14,16,14,30,,,,,
192,10:17,17,15,31,,,,,
193,10:17,19,18,37,,,,,
194,10:19,19,17,36,,,,,
195,10:20,16,14,30,,,,,
196,10:21,17,15,31,,,,,
197,10:23,14,11,25,,,,,
198,10:25,18,17,35,,,,,
199,10:27,18,17,35,,,,,
200,10:28,15,12,27,,,,,
201,10:29,17,15,32,,,,,
202,10:29,15,13,28,,,,,
203,10:33,15,12,27,,,,,
204,10:36,14,11,25,,,,,
205,10:40,18,17,35,,,,,
206,10:41,19,18,37,,,,,
207,10:51,17,14,31,,,,,
208,10:51,17,14,31,,,,,
209,10:52,17,14,31,,,,,
210,10:56,15,12,27,,,,,
211,10:57,15,13,28,,,,,
212,10:57,15,12,27,,,,,
213,11:00,16,13,29,,,,,
214,11:00,17,14,31,,,,,
215,11:01,18,16,33,,,,,
216,11:02,19,18,37,,,,,
217,11:04,19,17,36,,,,,
218,11:07,20,18,38,,,,,
219,11:11,16,13,29,,,,,
220,11:12,15,12,27,,,,,
221,11:13,17,15,32,,,,,
222,11:14,20,19,38,,,,,
223,11:15,18,17,35,,,,,
224,11:16,18,16,34,,,,,
225,11:17,16,14,30,,,,,
226,11:17,16,14,31,,,,,
227,11:18,15,12,27,,,,,
228,11:19,17,14,31,,,,,
229,11:19,17,15,32,,,,,
230,11:20,17,15,31,,,,,
231,11:21,16,14,31,,,,,
232,11:23,19,18,37,,,,,
233,11:23,16,13,29,,,,,
234,11:25,17,15,33,,,,,
235,11:26,20,19,39,,,,,
236,11:27,19,17,36,,,,,
237,11:27,14,12,26,,,,,
238,11:28,19,18,37,,,,,
239,11:28,15,13,28,,,,,
240,11:28,20,19,38,,,,,
241,11:28,20,18,38,,,,,
242,11:29,18,17,35,,,,,
243,11:29,16,14,30,,,,,
244,11:29,17,14,31,,,,,
245,11:29,15,12,27,,,,,
246,11:30,14,11,25,,,,,
247,11:30,16,14,31,,,,,
248,11:31,16,13,29,,,,,
249,11:31,20,19,39,,,,,
250,11:31,17,14,31,,,,,
251,11:32,19,18,38,,,,,
252,11:32,17,16,33,,,,,
253,11:32,16,14,31,,,,,
254,11:33,17,15,32,,,,,
255,11:34,15,12,27,,,,,
256,11:35,18,17,35,,,,,
257,11:35,18,16,34,,,,,
258,11:36,19,18,37,,,,,
259,11:36,20,19,39,,,,,
260,11:37,19,17,36,,,,,
