Number,Arrival time,X1,X2,X3,,,,,
1,8:00,30,18,48,,,X1,X2,X3
2,8:00,30,16,46,,MEAN,26,18,44
3,8:00,28,18,46,,,,,
4,8:00,24,20,44,,,,,
5,8:00,25,18,43,,,,,
6,8:01,27,18,45,,,,,
7,8:01,24,19,43,,,,,
8,8:01,29,20,49,,,,,
9,8:01,25,18,44,,,,,
10,8:02,28,18,46,,,,,
11,8:02,26,16,42,,,,,
12,8:03,23,20,42,,,,,
13,8:03,26,19,45,,,,,
14,8:03,25,20,45,,,,,
15,8:04,26,18,45,,,,,
16,8:04,26,20,46,,,,,
17,8:04,25,20,44,,,,,
18,8:05,26,18,44,,,,,
19,8:05,24,17,41,,,,,
20,8:05,30,18,48,,,,,
21,8:06,26,18,43,,,,,
22,8:07,24,17,41,,,,,
23,8:07,28,18,46,,,,,
24,8:07,27,19,47,,,,,
25,8:08,22,19,41,,,,,
26,8:08,23,18,42,,,,,
27,8:08,26,18,44,,,,,
28,8:09,30,18,48,,,,,
29,8:10,24,17,42,,,,,
30,8:10,29,17,45,,,,,
31,8:11,29,17,46,,,,,
32,8:12,26,17,42,,,,,
33,8:13,25,18,43,,,,,
34,8:13,25,18,43,,,,,
35,8:13,24,18,42,,,,,
36,8:13,27,17,45,,,,,
37,8:14,28,19,46,,,,,
38,8:14,30,19,49,,,,,
39,8:14,29,17,46,,,,,
40,8:14,28,18,46,,,,,
41,8:15,22,18,41,,,,,
42,8:15,22,18,41,,,,,
43,8:15,24,16,40,,,,,
44,8:16,23,20,43,,,,,
45,8:16,28,18,46,,,,,
46,8:16,24,19,43,,,,,
47,8:16,28,19,48,,,,,
48,8:17,30,20,49,,,,,
49,8:18,25,19,44,,,,,
50,8:19,26,20,46,,,,,
51,8:19,29,19,48,,,,,
52,8:19,26,16,42,,,,,
53,8:20,30,16,46,,,,,
54,8:20,25,16,42,,,,,
55,8:20,26,19,45,,,,,
56,8:20,28,17,45,,,,,
57,8:21,22,17,40,,,,,
58,8:22,23,18,41,,,,,
59,8:23,24,17,42,,,,,
60,8:23,28,16,45,,,,,
61,8:23,24,18,42,,,,,
62,8:24,29,18,47,,,,,
63,8:24,29,18,47,,,,,
64,8:24,22,17,40,,,,,
65,8:25,29,18,47,,,,,
66,8:25,29,17,46,,,,,
67,8:25,25,19,44,,,,,
68,8:25,24,16,41,,,,,
69,8:26,23,17,40,,,,,
70,8:26,25,17,42,,,,,
71,8:26,23,18,41,,,,,
72,8:27,23,17,40,,,,,
73,8:27,22,20,42,,,,,
74,8:27,24,18,42,,,,,
75,8:28,28,18,46,,,,,
76,8:28,25,18,43,,,,,
77,8:28,23,19,42,,,,,
78,8:28,27,19,46,,,,,
79,8:29,27,17,45,,,,,
80,8:30,29,16,45,,,,,
81,8:31,29,20,49,,,,,
82,8:31,27,18,45,,,,,
83,8:32,26,19,46,,,,,
84,8:32,29,20,49,,,,,
85,8:32,24,17,41,,,,,
86,8:33,28,16,44,,,,,
87,8:34,25,19,44,,,,,
88,8:35,30,17,47,,,,,
89,8:35,26,17,43,,,,,
90,8:35,29,18,47,,,,,
91,8:35,27,17,44,,,,,
92,8:36,25,18,43,,,,,
93,8:36,24,17,41,,,,,
94,8:37,28,19,47,,,,,
95,8:37,27,18,45,,,,,
96,8:38,25,20,45,,,,,
97,8:39,28,19,47,,,,,
98,8:40,22,17,39,,,,,
99,8:42,29,18,47,,,,,
100,8:43,29,18,47,,,,,
101,8:43,27,16,43,,,,,
102,8:44,29,18,47,,,,,
103,8:44,29,19,48,,,,,
104,8:44,24,18,42,,,,,
105,8:45,24,17,42,,,,,
106,8:45,28,17,46,,,,,
107,8:45,26,18,45,,,,,
108,8:45,27,20,47,,,,,
109,8:46,26,17,43,,,,,
110,8:46,24,17,41,,,,,
111,8:46,25,18,43,,,,,
112,8:47,23,16,39,,,,,
113,8:47,27,20,47,,,,,
114,8:47,27,18,45,,,,,
115,8:48,25,17,42,,,,,
116,8:48,24,18,43,,,,,
117,8:48,24,16,40,,,,,
118,8:49,28,17,46,,,,,
119,8:49,29,17,46,,,,,
120,8:49,30,17,47,,,,,
121,8:49,24,19,43,,,,,
122,8:50,27,17,44,,,,,
123,8:50,22,18,40,,,,,
124,8:51,25,20,45,,,,,
125,8:51,26,18,44,,,,,
126,8:51,30,17,47,,,,,
127,8:51,30,18,47,,,,,
128,8:52,25,17,43,,,,,
129,8:52,25,17,42,,,,,
130,8:53,28,19,47,,,,,
131,8:53,23,17,40,,,,,
132,8:53,22,19,42,,,,,
133,8:54,23,17,40,,,,,
134,8:55,28,18,46,,,,,
135,8:56,25,17,41,,,,,
136,8:57,25,19,44,,,,,
137,8:58,29,16,46,,,,,
138,8:58,28,19,46,,,,,
139,8:58,23,18,40,,,,,
140,8:59,26,18,43,,,,,
141,8:59,25,16,41,,,,,
142,9:00,29,18,46,,,,,
143,9:02,29,17,46,,,,,
144,9:03,27,16,43,,,,,
145,9:05,28,18,46,,,,,
146,9:06,29,18,47,,,,,
147,9:07,29,19,48,,,,,
148,9:07,27,17,44,,,,,
149,9:08,25,16,41,,,,,
150,9:08,23,18,41,,,,,
151,9:09,25,17,42,,,,,
152,9:10,29,19,48,,,,,
153,9:11,27,19,46,,,,,
154,9:11,24,17,42,,,,,
155,9:13,25,17,42,,,,,
156,9:15,24,18,42,,,,,
157,9:15,30,20,49,,,,,
158,9:15,26,19,45,,,,,
159,9:15,22,17,39,,,,,
160,9:16,24,17,41,,,,,
161,9:17,25,18,42,,,,,
162,9:18,27,19,46,,,,,
163,9:21,27,18,45,,,,,
164,9:22,30,18,47,,,,,
165,9:22,28,19,47,,,,,
166,9:22,30,20,49,,,,,
167,9:24,24,20,44,,,,,
168,9:25,24,16,41,,,,,
169,9:25,23,20,43,,,,,
170,9:25,26,19,46,,,,,
171,9:26,30,19,49,,,,,
172,9:28,24,19,43,,,,,
173,9:29,29,19,48,,,,,
174,9:31,23,18,41,,,,,
175,9:32,23,19,42,,,,,
176,9:35,29,17,46,,,,,
177,9:36,23,18,41,,,,,
178,9:36,23,18,41,,,,,
179,9:37,28,19,47,,,,,
180,9:37,27,19,46,,,,,
181,9:38,30,18,48,,,,,
182,9:39,26,19,44,,,,,
183,9:40,24,18,43,,,,,
184,9:41,29,19,49,,,,,
185,9:42,29,18,47,,,,,
186,9:42,22,17,40,,,,,
187,9:44,29,16,46,,,,,
188,9:45,25,18,43,,,,,
189,9:47,30,16,46,,,,,
190,9:47,30,20,49,,,,,
191,9:48,28,19,47,,,,,
192,9:48,26,19,45,,,,,
193,9:49,24,19,43,,,,,
194,9:49,27,19,46,,,,,
195,9:49,27,16,43,,,,,
196,9:50,28,20,48,,,,,
197,9:50,28,18,46,,,,,
198,9:50,28,16,44,,,,,
199,9:51,25,16,41,,,,,
200,9:53,29,18,47,,,,,
201,9:54,24,19,43,,,,,
202,9:54,25,17,42,,,,,
203,9:54,23,16,40,,,,,
204,9:55,22,19,41,,,,,
205,9:56,29,18,47,,,,,
206,9:57,29,19,49,,,,,
207,9:57,23,18,41,,,,,
208,9:57,26,16,43,,,,,
209,9:58,24,16,41,,,,,
210,10:03,27,18,44,,,,,
211,10:04,24,18,42,,,,,
212,10:09,27,17,44,,,,,
213,10:10,29,18,47,,,,,
214,10:12,25,18,44,,,,,
215,10:13,28,18,45,,,,,
216,10:14,28,19,47,,,,,
217,10:14,26,17,44,,,,,
218,10:16,28,16,45,,,,,
219,10:17,26,20,46,,,,,
220,10:20,27,17,44,,,,,
221,10:20,28,19,47,,,,,
222,10:21,24,16,40,,,,,
223,10:23,29,17,46,,,,,
224,10:24,22,19,41,,,,,
225,10:24,24,18,41,,,,,
226,10:25,26,18,45,,,,,
227,10:25,25,17,42,,,,,
228,10:25,24,17,41,,,,,
229,10:26,27,18,44,,,,,
230,10:27,24,17,41,,,,,
231,10:27,24,19,43,,,,,
232,10:28,25,18,42,,,,,
233,10:28,29,19,48,,,,,
234,10:29,28,18,46,,,,,
235,10:29,23,19,42,,,,,
236,10:29,29,20,48,,,,,
237,10:30,29,19,48,,,,,
238,10:33,22,18,41,,,,,
239,10:34,27,19,46,,,,,
240,10:36,26,19,45,,,,,
241,10:38,27,16,43,,,,,
242,10:40,24,17,42,,,,,
243,10:41,24,19,43,,,,,
244,10:41,30,20,49,,,,,
245,10:46,26,19,45,,,,,
246,10:49,28,18,46,,,,,
247,10:50,28,19,48,,,,,
248,10:51,23,17,40,,,,,
249,10:51,23,17,40,,,,,
