Number,Arrival time,X1,X2,X3,,,,,
1,8:00,20,8,28,,,X1,X2,X3
2,8:00,21,9,29,,MEAN,18,8,26
3,8:00,16,8,24,,,,,
4,8:00,14,8,22,,,,,
5,8:01,19,9,28,,,,,
6,8:01,16,8,24,,,,,
7,8:01,17,9,25,,,,,
8,8:01,16,8,24,,,,,
9,8:02,17,8,25,,,,,
10,8:02,17,9,26,,,,,
11,8:02,15,7,22,,,,,
12,8:03,20,7,27,,,,,
13,8:03,14,7,22,,,,,
14,8:05,16,8,24,,,,,
15,8:06,14,7,21,,,,,
16,8:06,21,8,30,,,,,
17,8:07,15,7,22,,,,,
18,8:07,22,8,29,,,,,
19,8:07,18,8,25,,,,,
20,8:08,14,7,21,,,,,
21,8:08,16,9,24,,,,,
22,8:08,20,9,28,,,,,
23,8:08,19,8,27,,,,,
24,8:09,19,9,28,,,,,
25,8:09,18,8,26,,,,,
26,8:10,15,9,24,,,,,
27,8:11,16,7,24,,,,,
28,8:11,15,8,23,,,,,
29,8:12,22,9,31,,,,,
30,8:12,22,8,29,,,,,
31,8:13,16,7,23,,,,,
32,8:13,16,7,23,,,,,
33,8:13,16,8,25,,,,,
34,8:14,21,9,30,,,,,
35,8:14,17,7,24,,,,,
36,8:14,19,9,27,,,,,
37,8:14,17,7,25,,,,,
38,8:15,18,8,26,,,,,
39,8:15,14,8,22,,,,,
40,8:15,20,9,29,,,,,
41,8:15,18,9,27,,,,,
42,8:15,15,8,23,,,,,
43,8:16,20,8,28,,,,,
44,8:17,22,9,30,,,,,
45,8:17,19,8,28,,,,,
46,8:18,20,7,28,,,,,
47,8:18,17,8,25,,,,,
48,8:18,17,9,26,,,,,
49,8:18,15,9,23,,,,,
50,8:18,16,8,24,,,,,
51,8:19,15,9,24,,,,,
52,8:19,16,9,25,,,,,
53,8:19,20,8,28,,,,,
54,8:19,20,8,28,,,,,
55,8:19,19,9,28,,,,,
56,8:19,20,8,28,,,,,
57,8:20,18,8,26,,,,,
58,8:20,22,7,29,,,,,
