Number,Arrival time,X1,X2,X3,,,,,
1,8:00,4,11,15,,,X1,X2,X3
2,8:00,7,11,18,,MEAN,6,9,15
3,8:00,5,11,16,,,,,
4,8:00,5,8,13,,,,,
5,8:00,4,10,14,,,,,
6,8:00,5,10,16,,,,,
7,8:01,4,11,15,,,,,
8,8:01,6,8,14,,,,,
9,8:01,5,11,16,,,,,
10,8:01,7,7,14,,,,,
11,8:02,7,7,14,,,,,
12,8:02,6,9,15,,,,,
13,8:02,4,9,13,,,,,
14,8:03,7,11,18,,,,,
15,8:03,8,8,16,,,,,
16,8:03,7,11,19,,,,,
17,8:04,4,8,12,,,,,
18,8:04,7,6,14,,,,,
19,8:04,7,12,19,,,,,
20,8:05,4,9,13,,,,,
21,8:05,7,10,17,,,,,
22,8:05,7,11,17,,,,,
23,8:06,5,9,14,,,,,
24,8:07,8,7,15,,,,,
25,8:07,6,8,14,,,,,
26,8:07,6,7,12,,,,,
27,8:08,6,10,16,,,,,
28,8:08,7,8,15,,,,,
29,8:08,6,11,17,,,,,
30,8:09,6,10,16,,,,,
31,8:10,6,9,15,,,,,
32,8:10,7,8,15,,,,,
33,8:11,7,6,13,,,,,
34,8:12,8,11,19,,,,,
35,8:13,6,10,16,,,,,
36,8:13,7,9,16,,,,,
37,8:13,6,9,15,,,,,
38,8:13,6,7,12,,,,,
39,8:14,4,11,16,,,,,
40,8:14,4,10,14,,,,,
41,8:14,6,6,12,,,,,
42,8:14,5,6,11,,,,,
43,8:15,7,7,14,,,,,
44,8:15,4,10,14,,,,,
45,8:15,8,9,17,,,,,
46,8:16,8,10,18,,,,,
47,8:16,6,8,14,,,,,
48,8:16,6,10,16,,,,,
49,8:16,7,6,13,,,,,
50,8:17,6,9,15,,,,,
51,8:18,7,7,14,,,,,
52,8:19,5,9,13,,,,,
53,8:19,4,12,16,,,,,
54,8:19,7,8,15,,,,,
55,8:20,8,7,15,,,,,
56,8:20,6,8,14,,,,,
57,8:20,5,11,16,,,,,
58,8:20,8,8,16,,,,,
59,8:21,4,10,14,,,,,
60,8:22,5,8,13,,,,,
61,8:23,7,8,15,,,,,
62,8:23,7,10,17,,,,,
63,8:23,6,9,15,,,,,
64,8:24,6,10,15,,,,,
65,8:24,8,8,16,,,,,
66,8:24,7,6,13,,,,,
67,8:25,6,11,18,,,,,
68,8:25,6,6,12,,,,,
69,8:25,4,12,16,,,,,
70,8:25,8,7,15,,,,,
71,8:26,5,12,17,,,,,
72,8:26,6,11,17,,,,,
73,8:26,5,10,15,,,,,
