Number,Arrival time,X1,X2,X3,,,,,
1,8:00,15,13,28,,,X1,X2,X3
2,8:00,17,13,30,,MEAN,17,15,32
3,8:00,15,13,27,,,,,
4,8:00,15,16,31,,,,,
5,8:00,15,15,30,,,,,
6,8:01,16,17,33,,,,,
7,8:01,16,15,31,,,,,
8,8:01,16,16,32,,,,,
9,8:01,15,13,28,,,,,
10,8:02,20,14,34,,,,,
11,8:02,16,14,31,,,,,
12,8:02,18,13,30,,,,,
13,8:02,17,12,30,,,,,
14,8:03,15,17,32,,,,,
15,8:03,18,14,33,,,,,
16,8:03,19,16,35,,,,,
17,8:03,15,16,31,,,,,
18,8:04,17,16,33,,,,,
19,8:04,19,12,31,,,,,
20,8:04,16,15,31,,,,,
21,8:05,17,16,33,,,,,
22,8:06,16,13,29,,,,,
23,8:06,14,16,30,,,,,
24,8:06,15,12,28,,,,,
25,8:06,15,13,28,,,,,
26,8:07,16,16,31,,,,,
27,8:07,17,13,30,,,,,
28,8:07,17,17,34,,,,,
29,8:07,17,18,35,,,,,
30,8:07,18,14,33,,,,,
31,8:07,16,13,28,,,,,
32,8:08,16,17,33,,,,,
33,8:08,18,17,35,,,,,
34,8:08,15,14,29,,,,,
35,8:08,15,16,32,,,,,
36,8:08,15,17,33,,,,,
37,8:09,16,17,33,,,,,
38,8:09,16,14,30,,,,,
39,8:09,14,13,27,,,,,
40,8:09,15,13,28,,,,,
41,8:09,17,15,33,,,,,
42,8:09,18,18,36,,,,,
43,8:10,18,16,34,,,,,
44,8:10,15,12,27,,,,,
45,8:11,15,17,32,,,,,
46,8:11,17,16,32,,,,,
47,8:11,16,17,33,,,,,
48,8:11,14,16,31,,,,,
49,8:11,20,17,36,,,,,
50,8:11,15,18,33,,,,,
51,8:11,14,16,30,,,,,
52,8:12,16,13,29,,,,,
53,8:12,19,15,35,,,,,
54,8:12,19,18,37,,,,,
55,8:12,14,16,30,,,,,
56,8:13,17,13,30,,,,,
57,8:13,16,16,32,,,,,
58,8:13,14,14,28,,,,,
59,8:13,18,17,34,,,,,
60,8:13,16,17,33,,,,,
61,8:13,19,14,33,,,,,
62,8:13,20,15,34,,,,,
63,8:14,18,15,34,,,,,
64,8:15,14,14,28,,,,,
65,8:15,16,16,33,,,,,
66,8:15,17,16,32,,,,,
67,8:15,16,17,33,,,,,
68,8:15,19,14,33,,,,,
69,8:15,20,14,34,,,,,
70,8:15,17,13,30,,,,,
71,8:16,18,14,32,,,,,
72,8:16,20,16,35,,,,,
73,8:16,16,13,29,,,,,
74,8:16,14,13,27,,,,,
75,8:17,19,18,37,,,,,
76,8:17,16,16,32,,,,,
77,8:17,19,16,36,,,,,
78,8:17,14,13,28,,,,,
79,8:17,17,13,29,,,,,
80,8:17,18,15,33,,,,,
81,8:17,16,17,33,,,,,
82,8:18,19,16,34,,,,,
83,8:18,17,16,34,,,,,
84,8:19,14,17,31,,,,,
85,8:19,17,17,34,,,,,
86,8:19,18,18,35,,,,,
87,8:19,17,14,31,,,,,
88,8:19,19,12,31,,,,,
89,8:19,15,18,33,,,,,
90,8:19,16,16,32,,,,,
91,8:20,15,13,29,,,,,
92,8:20,18,13,31,,,,,
93,8:20,17,18,34,,,,,
94,8:20,18,12,30,,,,,
95,8:20,15,12,28,,,,,
96,8:21,17,13,29,,,,,
97,8:21,17,13,30,,,,,
98,8:21,16,12,28,,,,,
99,8:21,15,15,30,,,,,
100,8:21,16,17,32,,,,,
101,8:22,16,13,28,,,,,
102,8:22,19,14,32,,,,,
103,8:22,15,14,28,,,,,
104,8:23,17,14,31,,,,,
105,8:23,20,13,33,,,,,
106,8:23,15,12,28,,,,,
107,8:23,18,15,32,,,,,
108,8:23,14,15,29,,,,,
109,8:23,19,17,36,,,,,
110,8:24,15,16,31,,,,,
111,8:24,18,15,33,,,,,
112,8:24,19,14,33,,,,,
113,8:24,19,18,37,,,,,
114,8:25,16,14,30,,,,,
115,8:25,17,12,30,,,,,
116,8:25,14,18,32,,,,,
117,8:25,17,15,32,,,,,
118,8:25,18,12,30,,,,,
119,8:25,20,16,36,,,,,
120,8:25,19,17,36,,,,,
121,8:25,19,13,32,,,,,
122,8:26,17,14,30,,,,,
123,8:26,18,14,32,,,,,
124,8:26,19,13,33,,,,,
125,8:27,18,13,31,,,,,
126,8:27,17,15,33,,,,,
127,8:27,14,13,27,,,,,
128,8:27,17,14,31,,,,,
129,8:27,17,13,31,,,,,
130,8:27,18,12,31,,,,,
131,8:27,18,15,33,,,,,
132,8:28,15,14,28,,,,,
133,8:28,16,12,28,,,,,
134,8:29,15,15,31,,,,,
135,8:30,15,15,30,,,,,
136,8:31,18,15,34,,,,,
137,8:31,20,14,33,,,,,
138,8:31,18,15,33,,,,,
139,8:31,14,16,30,,,,,
140,8:31,14,13,27,,,,,
141,8:32,19,17,36,,,,,
142,8:32,17,14,31,,,,,
143,8:32,17,15,31,,,,,
144,8:32,15,17,33,,,,,
145,8:32,19,16,35,,,,,
146,8:33,18,13,31,,,,,
147,8:33,20,17,37,,,,,
148,8:33,18,14,33,,,,,
149,8:33,19,14,32,,,,,
150,8:33,15,12,27,,,,,
151,8:34,18,17,36,,,,,
152,8:34,15,17,32,,,,,
153,8:34,17,13,30,,,,,
154,8:35,17,17,34,,,,,
155,8:35,19,13,32,,,,,
156,8:35,16,14,30,,,,,
157,8:35,19,17,36,,,,,
158,8:35,15,17,32,,,,,
159,8:35,19,17,36,,,,,
160,8:35,17,12,30,,,,,
161,8:36,15,14,29,,,,,
162,8:36,16,14,30,,,,,
163,8:36,19,14,33,,,,,
164,8:37,18,15,33,,,,,
165,8:37,20,15,35,,,,,
166,8:37,16,15,31,,,,,
167,8:37,18,16,34,,,,,
168,8:37,18,13,32,,,,,
169,8:37,18,15,33,,,,,
170,8:37,15,13,28,,,,,
171,8:37,14,13,27,,,,,
172,8:38,15,14,29,,,,,
173,8:38,18,16,33,,,,,
174,8:38,19,17,36,,,,,
175,8:39,17,16,33,,,,,
176,8:39,15,16,31,,,,,
177,8:39,19,16,36,,,,,
178,8:39,16,15,31,,,,,
179,8:39,16,14,30,,,,,
180,8:39,17,16,33,,,,,
181,8:41,15,18,33,,,,,
182,8:43,18,14,32,,,,,
183,8:43,16,16,32,,,,,
184,8:43,18,18,36,,,,,
185,8:43,20,16,35,,,,,
186,8:43,15,14,30,,,,,
187,8:43,16,18,34,,,,,
188,8:44,15,13,28,,,,,
189,8:44,15,18,32,,,,,
190,8:44,18,17,36,,,,,
191,8:44,16,17,33,,,,,
192,8:45,18,13,32,,,,,
193,8:45,19,16,34,,,,,
194,8:45,17,16,34,,,,,
195,8:45,19,12,31,,,,,
196,8:45,16,16,32,,,,,
197,8:45,14,17,32,,,,,
198,8:45,19,16,35,,,,,
199,8:46,14,15,29,,,,,
200,8:46,16,16,32,,,,,
201,8:46,15,14,29,,,,,
202,8:47,18,14,32,,,,,
203,8:47,14,16,30,,,,,
204,8:47,15,17,32,,,,,
205,8:47,20,14,34,,,,,
206,8:47,16,15,31,,,,,
207,8:47,17,18,35,,,,,
208,8:48,16,13,30,,,,,
209,8:48,20,15,35,,,,,
